"title","artists","date","duration","genre","award","nation"
"Applause","Lady Gaga","12 agosto 2013","3:32","Elettropop,,Eurodance","oro","uk"
"Boogie Wonderland","Earth,Wind & Fire","20 marzo 1979","4:47","Disco","oro","uk"
"Big Poppa","The Notorious B.I.G.","20 febbraio 1995 ","4:43","G-funk,,East Coast hip hop","oro","uk"
"Beautiful","Christina Aguilera","16 novembre 2002","3:58","Ballata,,Pop","oro","uk"
"Borderline","Madonna","14 febbraio 1984","5:18 (Album Version),,3:59 (Radio Edit)","Pop,,Dance pop,,Synth pop","oro","uk"
"Born to Run","Bruce Springsteen","25 agosto 1975","4:30","Rock,,Power pop","oro","uk"
"Best I Ever Had","Drake","13 febbraio 2009","4:18","Pop rap,,Contemporary R&B","oro","uk"
"Boombastic","Shaggy","1995","3:52","Reggae fusion","oro","uk"
"Born Slippy .NUXX","Underworld","1996","4:24","Techno,,Tech trance,,Trance,,Progressive trance,,Hard trance,,Musica sperimentale,,Breakbeat","oro","uk"
"Born to Die","Lana Del Rey","30 dicembre 2011","4:46","Pop barocco,,Trip hop","oro","uk"
"Bootylicious","Destiny's Child","26 giugno 2001","3:27","Contemporary R&B,,Dance pop","oro","uk"
"Black Betty","Ram Jam","1977","2:32","Blues rock,,Hard rock","oro","uk"
"Beat It","Michael Jackson","3 febbraio 1983","4:18","Pop rock,,Funk rock,,Soul,,Dance rock,,Hard rock","oro","uk"
"Blueberry Faygo","Lil Mosey","7 febbraio 2020","2:43","Trap","oro","uk"
"Black or White","Michael Jackson","11 novembre 1991","3:22,,(single edit),,4:15,,(album version)","Hard rock,,Dance rock,,Rap rock","oro","uk"
"Birthday Sex","Jeremih","7 aprile 2009","3:48","Contemporary R&B","oro","uk"
"The Boys Are Back in Town","Thin Lizzy","1976","","Hard rock,,Pop rock,,Blues rock","oro","uk"
"Blow Me (One Last Kiss)","Pink","3 luglio 2012","4:16","Dance rock","oro","uk"
"Breathe Me","Sia","15 giugno 2004","4:34","Rock alternativo,,Power ballad","oro","uk"
"Bounce","Calvin Harris","10 giugno 2011","3:42","Progressive house,,Electro house","oro","uk"
"Boyfriend","Mabel","26 febbraio 2020","3:46","Pop","oro","uk"
"The Boy Does Nothing","Alesha Dixon","10 novembre 2008","3:27","Mambo,,Contemporary R&B,,Swing","oro","uk"
"Brianstorm","Arctic Monkeys","2 aprile 2007","2:50","Indie rock,,Garage rock,,Rock alternativo","oro","uk"
"Break Your Heart","Taio Cruz","14 settembre 2009","3:23","Dance pop","oro","uk"
"Boulevard of Broken Dreams","Green Day","29 novembre 2004","4:20","Rock alternativo","oro","uk"
"Call the Shots","Girls Aloud","26 novembre 2007","3:43","Pop","oro","uk"
"C'mon C'mon","Sheryl Crow","8 aprile 2002","56:41","Rock","oro","uk"
"Breathless","The Corrs","3 luglio 2000","3:27","Pop rock","oro","uk"
"Carry On Wayward Son","Kansas","1976","5:26","Hard rock,,Rock progressivo,,Arena rock","oro","uk"
"Break Up Song","Little Mix","27 marzo 2020","3:20","Synth pop","oro","uk"
"Buffalo Soldier","Bob Marley & The Wailers","1983","","Reggae","oro","uk"
"Californication","Red Hot Chili Peppers","20 maggio 2000","5:22","Rock alternativo","oro","uk"
"Brothers in Arms","Dire Straits","14 ottobre 1985","7:00","Pop rock,,Album-oriented rock","oro","uk"
"Break My Heart","Dua Lipa","25 marzo 2020","3:41","Dance pop","oro","uk"
"Boyfriend","Ariana Grande,,Social House","2 agosto 2019","3:06","Contemporary R&B","oro","uk"
"California Dreamin'","The Mamas & the Papas","8 dicembre 1965","2:38","Folk rock,,Sunshine pop,,Pop psichedelico","oro","uk"
"The Chronicles of Life and Death","Good Charlotte","5 ottobre 2004","variabile","Pop rock,,Pop punk,,Punk revival","oro","uk"
"Changes","Tupac Shakur","13 ottobre 1998","4:28","Political hip hop,,Conscious hip hop","oro","uk"
"Broccoli","DRAM","6 aprile 2016","3:38","Trap","oro","uk"
"Chasing the Sun","The Wanted","17 aprile 2012","3:14","Eurodance,,Elettropop,,Dance pop","oro","uk"
"Call My Name","Cheryl Cole","8 giugno 2012","3:28","Dance","oro","uk"
"Cold","Maroon 5","14 febbraio 2017","3:54","Pop,,Musica elettronica,,Dancehall reggae","oro","uk"
"Candyman","Christina Aguilera","20 febbraio 2007   7 aprile 2007   ","3:14","Pop,,Blues,,Jazz","oro","uk"
"Charlie Brown","Coldplay","3 febbraio 2012","4:45,(versione album),,3:40,(versione radiofonica)","Pop rock","oro","uk"
"Clique","Kanye West,Jay-Z,Big Sean","6 settembre 2012","4:54","Hip hop","oro","uk"
"Chasing Pavements","Adele","13 gennaio 2008","3:31","Soul,,Pop,,Blues,,Jazz","oro","uk"
"Christmas (Baby Please Come Home)","Darlene Love","1963","","Musica natalizia,,Pop,,Rock,,Pop barocco","oro","uk"
"Close","Nick Jonas","25 marzo 2016","3:54","Pop","oro","uk"
"Crazy Stupid Love","Cheryl","18 luglio 2014","3:46","Pop","oro","uk"
"Cleanin' Out My Closet","Eminem","settembre 2002","4:57","Hardcore hip hop,,Pop rap","oro","uk"
"Closer","Ne-Yo","15 aprile 2008    3 giugno 2008 ","3:54","Dance pop,,Contemporary R&B","oro","uk"
"Can You Feel the Love Tonight","Elton John","12 maggio 1994","3:59","Colonna sonora,,Pop","oro","uk"
"Commander","Kelly Rowland","17 maggio 2010","3:38","Contemporary R&B,,Dance,,Musica house","oro","uk"
"Bridge over Troubled Water","Simon & Garfunkel","gennaio 1970","4:55","Ballata,,Pop","oro","uk"
"Crazy Little Thing Called Love","Queen","5 ottobre 1979","2:42","Rockabilly,,Rock and roll","oro","uk"
"Club Tropicana","Wham!","1983","","Post-disco","oro","uk"
"Crawling","Linkin Park","1º maggio 2001","3:29","Alternative metal","oro","uk"
"Count on Me","Bruno Mars","8 novembre 2011","3:17","Pop,,Reggae fusion","oro","uk"
"Close to Me","Ellie Goulding,Diplo","24 ottobre 2018","3:02","Pop","oro","uk"
"Cool For The Summer","Demi Lovato","1º luglio 2015","3:34","Pop rock,,Elettropop","oro","uk"
"Crack a Bottle","Eminem","2 febbraio 2009","5:15","Pop rap,,Hardcore hip hop","oro","uk"
"Delicate","Taylor Swift","12 marzo 2018","3:52","Elettropop","oro","uk"
"Comfortably Numb","Pink Floyd","2 gennaio 1980","6:26","Rock progressivo","oro","uk"
"Crew Love","Drake","luglio 2012","3:29","Alternative R&B","oro","uk"
"Crazy in Love","Beyoncé","18 maggio 2003","3:56","Contemporary R&B,,Funk,,Hip hop","oro","uk"
"Crush","Jennifer Paige","30 giugno 1998","3:19","Pop","oro","uk"
"Come Together","The Beatles","1969","4'20”","Blues rock,,Rock psichedelico","oro","uk"
"Dancing on My Own","Robyn","1 giugno 2010","4:39","Elettropop,,Synth pop","oro","uk"
"A Different Corner","George Michael","2 aprile 1986","4:32,(LP),,,3:57,(Single edit)","Pop,,Ballata","oro","uk"
"Dedication to My Ex (Miss That)","Lloyd","9 agosto 2011","3:56","Contemporary R&B,,New jack swing,,Disco,,Hip hop","oro","uk"
"Cupid's Chokehold","Gym Class Heroes","marzo 2005 (prima versione)  dicembre 2006  (seconda versione)","4:04","Pop rock,,Pop rap","oro","uk"
"Dior","Pop Smoke","11 febbraio 2020","3:36","Hip hop","oro","uk"
"December, 1963 (Oh, What a Night)","The Four Seasons","1975","3:20","Rock","oro","uk"
"Disco 2000","Pulp","27 novembre 1995","4:33","Britpop","oro","uk"
"Don't Check on Me","Chris Brown","25 giugno 2019","3:25","Contemporary R&B,,Soul,,Pop acustico","oro","uk"
"Dancing in the Street","Martha and the Vandellas","31 luglio 1964","2:40","Rock,,Rhythm and blues,,Soul","oro","uk"
"Crazy for You","Madonna","2 marzo 1985","4:08","Pop","oro","uk"
"DNA","Kendrick Lamar","14 aprile 2017","3:05","Hip hop,,Trap,,Hardcore hip hop","oro","uk"
"Dirty Little Secret","The All-American Rejects","6 giugno 2005","3:15","Emo-pop,,Pop punk","oro","uk"
"Do What U Want","Lady Gaga","21 ottobre 2013","3:47","Synth pop,,Dance pop","oro","uk"
"DNA","Little Mix","1º ottobre 2012","3:56","Elettropop,,Dubstep","oro","uk"
"Don't Feel Like Crying","Sigrid","17 gennaio 2019","2:37","Pop","oro","uk"
"Danza Kuduro","Don Omar","15 agosto 2010","3:19","Kuduro,,Reggaeton","oro","uk"
"The Cure","Lady Gaga","16 aprile 2017","3:31","Synth pop,,Pop soul","oro","uk"
"Don't Dream It's Over","Crowded House","dicembre 1986","3:55","Rock,,Pop","oro","uk"
"(Don't Fear) The Reaper","Blue Öyster Cult","1976","5:08","Rock psichedelico,,Hard rock","oro","uk"
"Don't Call Me Baby","Madison Avenue","18 ottobre 1999","3:46","","oro","uk"
"Die Young","Kesha","25 settembre 2012","3:34","Elettropop,,Dance pop,,Musica house","oro","uk"
"Don't Matter Now","George Ezra","16 giugno 2017","2:57","","oro","uk"
"Down on Me","Jeremih","12 ottobre 2010","3:48","Pop rap","oro","uk"
"Don't Cha","Pussycat Dolls","26 aprile 2005","4:32","Contemporary R&B,,Pop","oro","uk"
"Drive","The Cars","23 luglio 1984","3:54","Synth pop","oro","uk"
"Dreams","The Cranberries","1993","4:32","Rock alternativo,,Dream pop,,Shoegaze","oro","uk"
"Don't Matter","Akon","18 gennaio 2007","4:22","Reggae,,Contemporary R&B","oro","uk"
"Edge of Seventeen","Stevie Nicks","1982","5:28,(LP),,4:10,(Singolo)","Rock","oro","uk"
"Don't Matter to Me","Drake,Michael Jackson","6 luglio 2018","4:05","Contemporary R&B","oro","uk"
"Drip Too Hard","Lil Baby,Gunna","12 settembre 2018","2:25","Trap","oro","uk"
"Easy Lover","Philip Bailey,Phil Collins","20 novembre 1984","5:02","Pop rock,,Dance rock","oro","uk"
"Easy","Commodores","1977","3:58","Pop,,Rhythm and blues,,Soul,,Funk","oro","uk"
"Don't Go Breaking My Heart","Elton John,Kiki Dee","21 giugno 1976","4:28","Pop","oro","uk"
"Energy (Stay Far Away)","Skepta","20 giugno 2018","3:19","Rhythm and blues","oro","uk"
"Don't Stop","Fleetwood Mac","1977","3:13","Rock","oro","uk"
"Elvis Ain't Dead","Scouting for Girls","17 dicembre 2007","3:50","Pop rock","oro","uk"
"Don't Stop","5 Seconds of Summer","9 maggio 2014","2:50","Pop rock,,Pop punk","oro","uk"
"Drunk","Ed Sheeran","17 febbraio 2012  (vedi date di pubblicazione)","3:20","Pop rock","oro","uk"
"Eenie Meenie","Sean Kingston,Justin Bieber","23 marzo 2010","3:22","Dance pop,,Reggae fusion","oro","uk"
"Don't Let the Sun Go Down on Me","Elton John","20 maggio 1974","5:35","Piano rock,,Soft rock,,Rock sinfonico","oro","uk"
"Earned It","The Weeknd","23 dicembre 2014","4:12","Contemporary R&B,,Pop barocco","oro","uk"
"Down","Jay Sean","31 maggio 2009","3:32","Dance pop,,Elettropop,,Contemporary R&B","oro","uk"
"Fake Love","Drake","29 ottobre 2016","3:27","Dancehall reggae,,Trap","oro","uk"
"Duality","Slipknot","4 maggio 2004","4:13,(versione album),,3:33,(versione radiofonica)","Alternative metal","oro","uk"
"Eternal Flame","The Bangles","17 febbraio 1989","3:55","Pop rock","oro","uk"
"Eyes Wide Shut","JLS","13 febbraio 2011","3:51","UK garage,,Dance pop","oro","uk"
"Ebony and Ivory","Paul McCartney,Stevie Wonder","29 marzo 1982","3:41","Rhythm and blues,,Pop","oro","uk"
"Ex's & Oh's","Elle King","23 settembre 2014","3:22","Rock alternativo,,Blues rock,,Southern rock","oro","uk"
"Everybody's Changing","Keane","12 maggio 2003  (vedi date di pubblicazione)","3:35","Pop rock","oro","uk"
"Eternity/The Road to Mandalay","Robbie Williams","9 luglio 2001","3:57","Pop","oro","uk"
"Don't Stand So Close to Me","The Police","19 settembre 1980","4:03","New wave,,Pop rock","oro","uk"
"Fame","Irene Cara","Giugno 1980 (US)  maggio 1982 (UK)","5:14","Pop,,Pop","oro","uk"
"Feel","Robbie Williams","2 dicembre 2002","4:22","Pop,,Pop rock","oro","uk"
"Final Song","MØ","13 maggio 2016","3:55","Tropical house","oro","uk"
"Enjoy the Silence","Depeche Mode","5 febbraio 1990","4:15","Synth pop","oro","uk"
"Fire Burning","Sean Kingston","4 aprile 2009","4:00,(versione album),,3:55,(versione singolo)","Elettropop,,Dance pop","oro","uk"
"Following My Intuition","Craig David","30 settembre 2016","","UK garage,,Dance pop","oro","uk"
"Foolish","Ashanti","26 febbraio 2002   21 maggio 2002 
30 luglio 2002","3:47","Contemporary R&B","oro","uk"
"Fine China","Chris Brown","29 marzo 2013","3:33","","oro","uk"
"Familiar","Liam Payne,J Balvin","20 aprile 2018","3:16","Musica latina","oro","uk"
"Falling Down","Lil Peep,XXXTentacion","19 settembre 2018","3:18","Pop rock,,Emo-pop","oro","uk"
"Falling","Trevor Daniel","5 ottobre 2018","2:39","Pop rap","oro","uk"
"First Time","Kygo,Ellie Goulding","28 aprile 2017","3:13","Tropical house","oro","uk"
"Flashlight","Jessie J","22 aprile 2015","3:29","Pop","oro","uk"
"Forever Love","Gary Barlow","giugno 1996","4:36","Pop,,Soft rock","oro","uk"
"Free","Rick Astley","1991","","Pop,,Dance pop","oro","uk"
"Everybody Hurts","R.E.M.","15 aprile 1993    4 settembre 1993 ","5:20","Ballata,,Rock alternativo,,Rock sinfonico","oro","uk"
"Free Bird","Lynyrd Skynyrd","novembre 1974","4:18","Southern rock,,Hard rock,,Blues rock","oro","uk"
"Fighter","Christina Aguilera","13 marzo 2003","4:05","Contemporary R&B,,Rock","oro","uk"
"Fernando","ABBA","27 marzo 1976","4:12","Europop,,Pop","oro","uk"
"Fly Away","Lenny Kravitz","29 dicembre 1998","3:41","Rock","oro","uk"
"For Once in My Life","Stevie Wonder","15 ottobre 1968","2:50","Swing,,Jazz","oro","uk"
"Freedom","Wham!","agosto 1984  ()  agosto 1985  ()","","Pop","oro","uk"
"Fortunate Son","Creedence Clearwater Revival","1969","2:22","Roots rock,,Southern rock,,Blues rock,,Hard rock","oro","uk"
"The Fear","Lily Allen","9 dicembre 2008 (Stati Uniti)  18 dicembre 2008  (Brasile)  26 gennaio 2009  (Regno Unito)","3:25","Elettropop,,Pop","oro","uk"
"Fefe","6ix9ine,Nicki Minaj,Murda Beatz","22 luglio 2018","2:59","Trap","oro","uk"
"Free Fallin'","Tom Petty","27 ottobre 1989","4:14","Heartland rock","oro","uk"
"Fuck Love","XXXTentacion","23 gennaio 2018","2:26","Trap,,Alternative R&B,,Emo rap,,Cloud rap","oro","uk"
"Girl All the Bad Guys Want","Bowling for Soup","2002","3:17","Pop punk,,Rock alternativo","oro","uk"
"Gipsy Kings","Gipsy Kings","1988","43:45","Flamenco,,Rumba catalana","oro","uk"
"Glad You Came","The Wanted","10 luglio 2011","3:17","Dance pop","oro","uk"
"Freestyler","Bomfunk MC's","1º maggio 1999","3:31","Drum and bass,,Elettrorap","oro","uk"
"Gettin' Over You","David Guetta,Chris Willis","12 aprile 2010","3:08","Electro house,,Hip house","oro","uk"
"Gold","Spandau Ballet","5 agosto 1983","3:54","New wave,,Soft rock","oro","uk"
"Galvanize","The Chemical Brothers","17 gennaio 2005","6:33","Big beat,,Alternative hip hop,,Musica elettronica,,Trip hop","oro","uk"
"Girls Need Love","Summer Walker","26 luglio 2018","2:20","Contemporary R&B","oro","uk"
"Girls & Boys","Blur","7 marzo 1994","4:50 (versione album),,4:18 (versione singolo)","Britpop,,Alternative dance","oro","uk"
"Glorious","Macklemore","15 giugno 2017","3:40","Hip hop,,Pop rap","oro","uk"
"Get Ugly","Jason Derulo","15 dicembre 2015","3:20","Pop rap,,Contemporary R&B","oro","uk"
"Frozen","Madonna","23 febbraio 1998   3 marzo 1998","6:12","Musica elettronica,,Musica d'ambiente","oro","uk"
"Golden Brown","The Stranglers","1981","3:30","New wave,,Pop barocco","oro","uk"
"Good Grief","Bastille","16 giugno 2016","3:26","Indie pop","oro","uk"
"Glamorous","Fergie","23 gennaio 2007   7 marzo 2007    19 marzo 2007  (Regno Unito)","3:17,(Radio Edit),4:06 (Album version)","Contemporary R&B,,Pop rap","oro","uk"
"Fuck It (I Don't Want You Back)","Eamon","2004","03:45","Pop,,Pop rap,,Contemporary R&B","oro","uk"
"God Is a DJ","Faithless","24 agosto 1998","8:01","Progressive trance","oro","uk"
"God Is a Dancer","Tiësto,Mabel","20 settembre 2019","2:48","Dance pop","oro","uk"
"The Girl Is Mine","Michael Jackson","10 novembre 1982","3:42","Soft rock","oro","uk"
"Give It to Me","Timbaland","25 gennaio 2007   (U.S.A.)  2 aprile 2007   (Europa)  5 aprile 2007    (Australia)","3:54,(versione album),,3:35,(versione singolo)","Pop rap","oro","uk"
"Get the Party Started","Pink","9 ottobre 2001","3:11","Dance pop","oro","uk"
"Get Right","Jennifer Lopez","14 febbraio 2005  (UK)  8 marzo 2005  (USA)","3:42","Contemporary R&B","oro","uk"
"Half on a Baby","R. Kelly","11 agosto 1998","4:55","Contemporary R&B","oro","uk"
"Go Let It Out","Oasis","7 febbraio 2000","4:38","Rock","oro","uk"
"Go Crazy","Chris Brown,Young Thug","19 maggio 2020","2:56","Contemporary R&B","oro","uk"
"Grace","Simon Webbe","13 novembre 2006","45:32","Pop","oro","uk"
"Hand on Your Heart","Kylie Minogue","aprile 1989","3:51","Dance pop","oro","uk"
"Wouldn't It Be Nice / God Only Knows","The Beach Boys","11 luglio 1966","2:49","Pop barocco,,Pop psichedelico,,Rock psichedelico","oro","uk"
"Gucci Gang","Lil Pump","31 agosto 2017","2:04","Trap","oro","uk"
"Heads Will Roll","Yeah Yeah Yeahs","29 giugno 2009","3:41","Synth pop,,Alternative dance,,New wave,,Dance punk","oro","uk"
"Greatest Hits","Gipsy Kings","1994","66:57","Flamenco,,World music,,Rumba","oro","uk"
"Guilty Conscience","Eminem","18 maggio 1999","4:28","Hardcore hip hop","oro","uk"
"Groove Is in the Heart","Deee-Lite","1990","3:54","Pop,,Electronic dance music","oro","uk"
"Goodbye My Lover","James Blunt","16 novembre 2005","4:18","Pop rock,,Piano rock","oro","uk"
"Harder, Better, Faster, Stronger","Daft Punk","13 ottobre 2001","3:45","French house,,Breakbeat","oro","uk"
"Good Vibrations / Let's Go Away for Awhile","The Beach Boys","10 ottobre 1966","3:39","Pop psichedelico,,Rock psichedelico,,Pop barocco,,Pop progressivo","oro","uk"
"Hard Knock Life (Ghetto Anthem)","Jay-Z","27 ottobre 1998","3:58","East Coast hip hop","oro","uk"
"Heart Attack","Trey Songz","26 marzo 2012","3:55","Synth pop,,Contemporary R&B","oro","uk"
"Hello My Love","Westlife","10 gennaio 2019","","Pop","oro","uk"
"Good for You","Selena Gomez","22 giugno 2015","3:40","Pop,,Electro-R&B","oro","uk"
"Hate That I Love You","Rihanna","28 agosto 2007  (Stati Uniti)  12 novembre 2007  (Regno Unito)  6 aprile 2008  (Italia)","3:39","Contemporary R&B","oro","uk"
"Here","Alessia Cara","30 aprile 2015","3:19","Alternative R&B,,Pop","oro","uk"
"Heal the World","Michael Jackson","23 novembre 1992","6:25,,(Album Version),4:32,,(7"" Edit)","Soft rock","oro","uk"
"Heaven","Emeli Sandé","14 agosto 2011","4:14","Drum and bass,,Trip hop,,Breakbeat","oro","uk"
"Hands to Myself","Selena Gomez","26 gennaio 2016  (vedi date di pubblicazione)","3:20","Dance pop","oro","uk"
"Hold Me Down","You Me at Six","gennaio 2010","40:37","Rock alternativo,,Pop rock,,Pop punk","oro","uk"
"Golden Touch","Razorlight","giugno 2004","3:25","Indie rock,,Rock alternativo","oro","uk"
"Hard Times","Paramore","19 aprile 2017","3:02","Pop rock,,New wave,,Funk rock","oro","uk"
"Heaven Is a Place on Earth","Belinda Carlisle","18 settembre 1987","4:06","Pop rock,,Power pop","oro","uk"
"Heart Attack","Demi Lovato","24 febbraio 2013","3:31","Elettropop","oro","uk"
"Hold On","Wilson Phillips","febbraio 1990","","Pop rock,,Soft rock","oro","uk"
"Heartbeat Song","Kelly Clarkson","12 gennaio 2015","3:21","Synth pop,,Power pop","oro","uk"
"Hero","Mariah Carey","19 ottobre 1993","4:19","Contemporary R&B,,Soul","oro","uk"
"High Hopes","Kodaline","15 marzo 2013","3:51","Rock alternativo","oro","uk"
"Hey There Delilah","Plain White T's","8 maggio 2006    3 settembre 2007  ","3:52","Folk","oro","uk"
"Here with Me","Dido","29 gennaio 2001","4:15","Pop,,Trip hop","oro","uk"
"Hello","Lionel Richie","1983","4:07","Pop,,Rhythm and blues,,Funk,,Soul,,Soft rock","oro","uk"
"Hotel Room Service","Pitbull","16 giugno 2009","3:58","Hip house","oro","uk"
"Home Alone","R. Kelly","30 agosto 1998","4:17","Contemporary R&B,,West Coast hip hop,,Hip hop soul","oro","uk"
"Hallelujah/The Law","Leonard Cohen","1984","4:36","Musica d'autore,,Folk,,Gospel","oro","uk"
"Holding Out for a Hero","Bonnie Tyler","1984","4:29","Pop,,Rock,,Pop rock,,Synth pop,,Musica elettronica","oro","uk"
"Hot Right Now","DJ Fresh","12 febbraio 2012","3:02","Drum and bass,,Musica elettronica","oro","uk"
"How Will I Know","Whitney Houston","15 febbraio 1986","4:36","Synth pop,,Dance pop,,Contemporary R&B,,Funk-pop","oro","uk"
"Hold Up","Beyoncé","12 maggio 2016  (vedi date di pubblicazione)","3:41","Reggae fusion,,Dancehall reggae","oro","uk"
"Here I Go Again","Whitesnake","15 novembre 1982","5:09","Hard rock,,Blues rock,,Pop rock","oro","uk"
