"title","artists","date","duration","genre","award","nation"
"The A Team","Ed Sheeran","1º maggio 2011  (vedi date di pubblicazione)","4:18","Pop","1_platino","it"
"24K Magic","Bruno Mars","7 ottobre 2016","3:47","Funk,,Disco","1_platino","it"
"1-800-273-8255","Logic","28 aprile 2017","4:10","Hip hop","1_platino","it"
"80's Stars","Eiffel 65","2001","5:08","Italodance","1_platino","it"
"8 miliardi di persone","Frah Quintale","17 febbraio 2017","3:43","Indie pop,,Pop rap","1_platino","it"
"50 Special","Lùnapop","27 maggio 1999","3:28","Pop rock","1_platino","it"
"Acqua (malpensandoti)","Tedua","16 marzo 2018","4:21","Alternative hip hop","1_platino","it"
"16 marzo","Achille Lauro","3 aprile 2020","3:53","","1_platino","it"
"Adesso e qui (nostalgico presente)","Malika Ayane","11 febbraio 2015","3:51","Ballata,,Soul","1_platino","it"
"20:05","Benji & Fede","9 ottobre 2015","29:37","Pop","1_platino","it"
"Ain't No Sunshine","Bill Withers","settembre 1971","2:04","Soul,,Rhythm and blues,,Blues","1_platino","it"
"All We Know","The Chainsmokers","29 settembre 2016","3:14","Future bass","1_platino","it"
"22 settembre","Ultimo","22 settembre 2020","3:50","Pop","1_platino","it"
"A un passo da te","Mina,Adriano Celentano","6 gennaio 2017","4:31","Pop","1_platino","it"
"Accetto miracoli","Tiziano Ferro","20 settembre 2019    18 ottobre 2019 ","3:31","Ballata","1_platino","it"
"21 Guns","Green Day","25 maggio 2009","5:21","Rock alternativo,,Pop punk,,Power ballad","1_platino","it"
"1969","Achille Lauro","7 giugno 2019","3:30","Britpop,,Rock alternativo","1_platino","it"
"Addicted to You","Avicii","27 novembre 2013","2:28","Dance,,Soul","1_platino","it"
"Alla mia età","Tiziano Ferro","3 ottobre 2008  7 novembre in digitale","3:33","Pop soul","1_platino","it"
"1973","James Blunt","23 luglio 2007","4:42","Folk rock","1_platino","it"
"A tre passi da te","Boomdabash","28 luglio 2015","3:34","Dancehall reggae","1_platino","it"
"A modo tuo","Luciano Ligabue","18 settembre 2015","4:01","Pop rock","1_platino","it"
"Again","Lenny Kravitz","14 settembre 2000","3:48","Rock alternativo","1_platino","it"
"Alive","Sia","24 settembre 2015","4:23","Elettropop","1_platino","it"
"All Star","Smash Mouth","4 maggio 1999","3:21","","1_platino","it"
"Adore","Jasmine Thompson","12 giugno 2015","3:07","Elettropop","1_platino","it"
"Ain't My Fault","Zara Larsson","2 settembre 2016","3:44","Pop","1_platino","it"
"Alors on danse","Stromae","21 settembre 2009","3:28","Musica house,,Hip house,,Trip hop,,Hip hop,,Electronic dance music,,Pop","1_platino","it"
"Amen","Francesco Gabbani","27 novembre 2015","3:16","Elettropop","1_platino","it"
"Amami","Emma Marrone","19 marzo 2013","3:48","Pop rock","1_platino","it"
"L'altra dimensione","Måneskin","10 aprile 2019","2:06","Pop rock,,Funk","1_platino","it"
"L'amore che non c'è","Gigi D'Alessio","18 marzo 2005","4:18","Pop","1_platino","it"
"Africa","Toto","1982","4:58","","1_platino","it"
"American Idiot","Green Day","31 agosto 2004","2:54","","1_platino","it"
"Anche fragile","Elisa","17 gennaio 2019","4:00","Pop","1_platino","it"
"Always Remember Us This Way","Lady Gaga","24 novembre 2018  (vedi date di pubblicazione)","3:30","Country","1_platino","it"
"Apnea","Rkomi","7 giugno 2017","3:32","Hip hop","1_platino","it"
"Un angelo disteso al sole","Eros Ramazzotti","12 ottobre 2012","3:22","Pop","1_platino","it"
"Altalene","Slait,,Tha Supreme","2 ottobre 2020","3:07","Alternative hip hop","1_platino","it"
"L'amore non mi basta","Emma Marrone","11 ottobre 2013","3:31","Pop rock","1_platino","it"
"Un amore così grande 2014","Negramaro","15 aprile 2014","3:55","Rock alternativo,,Pop rock","1_platino","it"
"Amore che torni","Negramaro","8 giugno 2018","3:46","Pop","1_platino","it"
"Andromeda","Elodie","5 febbraio 2020","3:22","Elettropop","1_platino","it"
