"title","artists","date","duration","genre","award","nation"
"2 On","Tinashe","21 gennaio 2014","3:51","Electro-R&B","1_platino","au"
"All I Have","Jennifer Lopez","14 dicembre 2002","4:14","Hip hop,,Rhythm and blues","1_platino","au"
"2 Become 1","Spice Girls","12 dicembre 1996 (Giappone)  16 dicembre 1996  (UK)  31 marzo 1997 (Australia)  29 luglio 1997  (Nord America)","4:00","Pop","1_platino","au"
"Alive","Sia","24 settembre 2015","4:23","Elettropop","1_platino","au"
"50 Ways to Say Goodbye","Train","11 giugno 2012","4:08","Pop rock,,Folk rock,,Pop latino","1_platino","au"
"7 Days","Craig David","2000","3:55","Contemporary R&B","1_platino","au"
"7 Things","Miley Cyrus","18 giugno 2008","3:33","Teen pop,,Pop rock","1_platino","au"
"3 Words","Cheryl","18 dicembre 2009","4:33","Dance pop","1_platino","au"
"21 Questions","50 Cent","29 aprile 2003","3:47","Gangsta rap,,Contemporary R&B","1_platino","au"
"All Good Things (Come to an End)","Nelly Furtado","24 novembre 2006","5:11,(album version),,5:12,(versione Zero Assoluto),,3:47,(Uk Radio Mix)","Pop latino,,Folk,,Contemporary R&B","1_platino","au"
"All I Have to Give","Backstreet Boys","13 gennaio 1998   8 dicembre 1998  ","3:35","Pop,,Rhythm and blues","1_platino","au"
"4 Minutes","Madonna,Justin Timberlake","17 marzo 2008","4:04,(Album Version),,3:10,(Radio Edit)","Contemporary R&B","1_platino","au"
"4 In the Morning","Gwen Stefani","17 giugno 2007","4:51","Synth pop","1_platino","au"
"4Ever","The Veronicas","15 agosto 2005","3:30","Pop rock,,Pop punk","1_platino","au"
"'03 Bonnie & Clyde","Jay-Z","10 ottobre 2002","3:25","East Coast hip hop,,Contemporary R&B","1_platino","au"
"Adore You","Miley Cyrus","17 dicembre 2013","4:39","Pop,,Contemporary R&B","1_platino","au"
"11 Minutes","Yungblud,Halsey","14 febbraio 2019","3:59","Rock alternativo","1_platino","au"
"All for You","Janet Jackson","26 marzo 2001","4:24","Disco,,Pop","1_platino","au"
"All About That Bass","Meghan Trainor","2 giugno 2014","3:10","Bubblegum pop,,Doo-wop","1_platino","au"
"Ain't No Sunshine","Bill Withers","settembre 1971","2:04","Soul,,Rhythm and blues,,Blues","1_platino","au"
"All I Wanna Do","Sheryl Crow","4 aprile 1994","4:33","Rock alternativo","1_platino","au"
"All Rise","Blue","maggio 2001","3:48","Pop","1_platino","au"
"All I Want Is You","U2","13 giugno 1989","6:30","Rock","1_platino","au"
"All for Love","Bryan Adams,Rod Stewart,Sting","16 novembre 1993","4:46","Rock","1_platino","au"
"3","Britney Spears","2 ottobre 2009","3:33","Elettropop","1_platino","au"
"All Summer Long","Kid Rock","30 marzo 2008   9 giugno 2008 ","4:56","Country rock,,Country,,Southern rock","1_platino","au"
"All of the Lights","Kanye West","25 novembre 2010","4:59","Elettrorap","1_platino","au"
"All the Small Things","Blink-182","18 gennaio 2000","2:48","Pop punk,,Power pop","1_platino","au"
"All in My Head (Flex)","Fifth Harmony","31 maggio 2016","3:30","Reggae fusion","1_platino","au"
