"title","artists","date","duration","genre","award","nation"
"Angel","Shaggy","6 marzo 2001","3:31","Reggae fusion","3_platino","au"
"Barbie Girl","Aqua","14 maggio 1997","3:16","Bubblegum dance","3_platino","au"
"Aserejé","Las Ketchup","15 maggio 2002","3:31","Pop latino","3_platino","au"
"1-800-273-8255","Logic","28 aprile 2017","4:10","Hip hop","3_platino","au"
"Anywhere","Rita Ora","20 ottobre 2017","3:35","Dance pop,,Elettropop","3_platino","au"
"7 Minutes","Dean Lewis","18 gennaio 2019","3:31","","3_platino","au"
"Adore You","Harry Styles","6 dicembre 2019","3:27","Soul,,Pop rock","3_platino","au"
"Back to You","Louis Tomlinson","21 luglio 2017","3:19","Pop","3_platino","au"
"Beautiful People","Chris Brown","11 marzo 2011","3:45","Europop,,Progressive house","3_platino","au"
"Back in Time","Pitbull","26 marzo 2012","3:25","Hip house,,Dubstep","3_platino","au"
"Airplanes","B.o.B","13 aprile 2010","3:01","Alternative hip hop,,Rap rock","3_platino","au"
"Before You Go","Lewis Capaldi","19 novembre 2019","3:36","Pop soul","3_platino","au"
"2U","David Guetta","9 giugno 2017","3:15","Electronic dance music","3_platino","au"
"...Baby One More Time","Britney Spears","23 ottobre 1998","3:30","Dance pop,,Teen pop","3_platino","au"
"Best Song Ever","One Direction","22 luglio 2013","3:22","Power pop,,Dance pop","3_platino","au"
"Am I Wrong","Nico & Vinz","12 aprile 2013","4:07 (extended version) – 3:39 (radio edit)","Pop,,Afrobeat","3_platino","au"
"Blow Me (One Last Kiss)","Pink","3 luglio 2012","4:16","Dance rock","3_platino","au"
"All My Friends","Snakehips","21 ottobre 2015","3:47","Musica elettronica,,Alternative R&B","3_platino","au"
"Budapest","George Ezra","13 dicembre 2013","3:21","Folk,,Blues,,Pop rock","3_platino","au"
"Bad Blood","Taylor Swift","17 maggio 2015","3:31","Elettropop","3_platino","au"
"Believe","Cher","19 ottobre 1998","3:59","Dance pop,,Eurodance,,Hi-NRG","3_platino","au"
"Black Beatles","Rae Sremmurd","13 settembre 2016","4:51","Trap","3_platino","au"
"Beautiful People","Ed Sheeran","28 giugno 2019","3:17","Pop soul","3_platino","au"
"Bounce","Calvin Harris","10 giugno 2011","3:42","Progressive house,,Electro house","3_platino","au"
"Beauty and a Beat","Justin Bieber","24 ottobre 2012","3:48","Elettropop,,Dance","3_platino","au"
"Can't Get You out of My Head","Kylie Minogue","8 settembre 2001","4:11","Dance pop,,Nu-disco","3_platino","au"
"Dancing in the Dark","Bruce Springsteen","4 maggio 1984","3:59","Heartland rock,,Dance rock","3_platino","au"
"Don't Call Me Baby","Madison Avenue","18 ottobre 1999","3:46","","3_platino","au"
"Bang Bang","Jessie J,Ariana Grande,Nicki Minaj","29 luglio 2014","3:19","Pop,,Pop soul","3_platino","au"
"Champagne Showers","LMFAO","26 maggio 2011","4:24","Electro house","3_platino","au"
"Burn","Ellie Goulding","5 luglio 2013","3:48","Elettropop,,Dance pop","3_platino","au"
"Die Young","Kesha","25 settembre 2012","3:34","Elettropop,,Dance pop,,Musica house","3_platino","au"
"Death Bed","Powfu","8 febbraio 2020","2:53","","3_platino","au"
"Count on Me","Bruno Mars","8 novembre 2011","3:17","Pop,,Reggae fusion","3_platino","au"
"Believer","Imagine Dragons","31 gennaio 2017","3:23","Indietronica,,Rock alternativo","3_platino","au"
"Doctor Jones","Aqua","8 dicembre 1997     1998","3:22","Bubblegum dance,,Eurodance","3_platino","au"
"Blue","Eiffel 65","7 ottobre 1998","4:48","Italodance,,Eurodance","3_platino","au"
"Demons","Imagine Dragons","7 maggio 2013","2:57","Indie rock","3_platino","au"
"The Box","Roddy Ricch","17 gennaio 2020","3:16","Trap","3_platino","au"
"The Fighter","Keith Urban","6 febbraio 2017","3:04","Elettropop,,Country pop","3_platino","au"
"Domino","Jessie J","29 agosto 2011","3:51","Bubblegum pop,,Disco","3_platino","au"
"Can't Fight the Moonlight","LeAnn Rimes","22 agosto 2000","3:35","Pop,,Teen pop","3_platino","au"
"Cheers (Drink to That)","Rihanna","2 agosto 2011","4:22","Pop rock,,Dancehall reggae","3_platino","au"
"Happiness","Alexis Jordan","7 settembre 2010  (vedi Date di pubblicazione)","4:02","Dance pop","3_platino","au"
"Candy Paint","Post Malone","16 ottobre 2017","3:49","Trap","3_platino","au"
"Feel the Love","Rudimental","12 giugno 2012","3:39","Drum and bass","3_platino","au"
"Don't Cha","Pussycat Dolls","26 aprile 2005","4:32","Contemporary R&B,,Pop","3_platino","au"
"Ex's & Oh's","Elle King","23 settembre 2014","3:22","Rock alternativo,,Blues rock,,Southern rock","3_platino","au"
"Elastic Heart","Sia","1º ottobre 2013","4:18","Elettropop","3_platino","au"
"Ghost","Ella Henderson","6 giugno 2014","3:36","Pop","3_platino","au"
"Everything I Wanted","Billie Eilish","13 novembre 2019","4:05","Elettropop","3_platino","au"
"Fuck You!","Cee Lo Green","19 agosto 2010","3:44","Neo soul,,Contemporary R&B","3_platino","au"
"I Cry","Flo Rida","18 settembre 2012","3:42","Hip house,,Dance pop","3_platino","au"
"Feel This Moment","Pitbull","22 febbraio 2013","3:49","Disco,,Dance pop","3_platino","au"
"How Far I'll Go","Alessia Cara","28 ottobre 2016","2:55","Synth pop","3_platino","au"
"The Hills","The Weeknd","27 maggio 2015","4:02","Alternative R&B","3_platino","au"
"Ho Hey","The Lumineers","4 giugno 2012","2:43","Indie folk","3_platino","au"
"Good as Hell","Lizzo","8 marzo 2016","2:39","Pop","3_platino","au"
"Fuckin' Problems","ASAP Rocky","24 ottobre 2012","3:57","Hip hop","3_platino","au"
"Healing Hands","Conrad Sewell","maggio 2018","4:10","Pop","3_platino","au"
"I Miss You","Clean Bandit","27 ottobre 2017","3:25","Dance pop","3_platino","au"
"Finesse","Bruno Mars","4 gennaio 2018","3:37","Contemporary R&B,,Hip hop soul,,New jack swing","3_platino","au"
"E.T.","Katy Perry","16 febbraio 2011  (vedi date di pubblicazione)","3:51","Musica elettronica,,Hip hop,,Dubstep","3_platino","au"
"Hold Back the River","James Bay","17 novembre 2014","4:03","Indie rock,,Folk rock","3_platino","au"
"Jar of Hearts","Christina Perri","27 luglio 2010","4:06","Pop,,Piano rock,,Adult contemporary music","3_platino","au"
"I Feel It Coming","The Weeknd","18 novembre 2016  (vedi date di pubblicazione)","4:29","Disco","3_platino","au"
"I Need Your Love","Calvin Harris","12 aprile 2013","3:54","Electro house,,Synth pop,,Dance pop","3_platino","au"
"I Took a Pill in Ibiza","Mike Posner","24 luglio 2015","4:42,(versione originale),,3:19,(SeeB Remix)","Pop,,Deep house,,(remix)","3_platino","au"
"How Do You Sleep?","Sam Smith","19 luglio 2019","3:22","Pop,,Dance pop","3_platino","au"
"I Kissed a Girl","Katy Perry","29 aprile 2008","3:01","","3_platino","au"
"Glamorous","Fergie","23 gennaio 2007   7 marzo 2007    19 marzo 2007  (Regno Unito)","3:17,(Radio Edit),4:06 (Album version)","Contemporary R&B,,Pop rap","3_platino","au"
"Higher Love","Kygo,Whitney Houston","28 giugno 2019","3:48","Tropical house","3_platino","au"
"Hurt","Christina Aguilera","11 giugno 2006","4:04","Ballata,,Pop","3_platino","au"
"FourFiveSeconds","Rihanna,Kanye West,Paul McCartney","24 gennaio 2015","3:08","Pop soul","3_platino","au"
"Highest in the Room","Travis Scott","4 ottobre 2019","2:56","Trap","3_platino","au"
"Issues","Julia Michaels","13 gennaio 2017","2:56","Pop","3_platino","au"
"It Wasn't Me","Shaggy","11 settembre 2000","3:47","Reggae fusion","3_platino","au"
"In My Feelings","Drake","10 luglio 2018","3:37","Bounce","3_platino","au"
"Leave a Light On","Tom Walker","13 ottobre 2017","3:05","Indie rock","3_platino","au"
"I Don't Care","Ed Sheeran,Justin Bieber","10 maggio 2019","3:39","Elettropop","3_platino","au"
"Killing Me Softly with His Song","Roberta Flack","21 gennaio 1973","","Soul","3_platino","au"
"If I Were a Boy","Beyoncé","8 ottobre 2008","4:10","Pop","3_platino","au"
"I'm Yours","Jason Mraz","12 febbraio 2008    30 maggio 2008   2 giugno 2008 ","3:35","Pop,,Folk rock,,Musica acustica,,Reggae,,Punk rock","3_platino","au"
"Live While We're Young","One Direction","28 settembre 2012","3:18","Bubblegum pop","3_platino","au"
"Lips Are Movin","Meghan Trainor","21 ottobre 2014","3:01","Bubblegum pop,,Doo-wop","3_platino","au"
"Just Can't Get Enough","Black Eyed Peas,,accreditati come The Black Eyed Peas","21 gennaio 2011","3:39","Elettrorap","3_platino","au"
"Location","Khalid","26 agosto 2016","3:37","Contemporary R&B,,Alternative R&B","3_platino","au"
