"title","artists","date","duration","genre","award","nation"
"Antidote","Travis Scott","28 luglio 2015","4:22","Trap,,Cloud rap","4_platino","usa"
"Big Girls Don't Cry","Fergie","22 maggio 2007","4:21 (Versione Radio),4:28 (Versione Album)","Pop acustico,,Adult contemporary music","4_platino","usa"
"Birthday Sex","Jeremih","7 aprile 2009","3:48","Contemporary R&B","4_platino","usa"
"Blue Ain't Your Color","Keith Urban","8 agosto 2016","3:50","Country blues,,Country pop","4_platino","usa"
"A Lot","21 Savage","8 gennaio 2019","4:48,(Versione album),,,6:32,(Versione YouTube)","Hip hop,,Trap","4_platino","usa"
"Another One Bites the Dust","Queen","22 agosto 1980","3:34","Funk rock","4_platino","usa"
"Big Bank","YG","25 maggio 2018","3:58","Hip hop","4_platino","usa"
"Beauty and a Beat","Justin Bieber","24 ottobre 2012","3:48","Elettropop,,Dance","4_platino","usa"
"Black Widow","Iggy Azalea","13 agosto 2014","3:29","Trap","4_platino","usa"
"Bad Things","Machine Gun Kelly,Camila Cabello","14 ottobre 2016","3:59","Pop rap","4_platino","usa"
"Billionaire","Travie McCoy","9 marzo 2010","3:32,(Album),,3:40,(Radio Edit)","Alternative hip hop,,Reggae fusion","4_platino","usa"
"Best I Ever Had","Drake","13 febbraio 2009","4:18","Pop rap,,Contemporary R&B","4_platino","usa"
"Attention","Charlie Puth","21 aprile 2017","3:31","Pop","4_platino","usa"
"Blow","Kesha","8 febbraio 2011","3:40","Elettropop,,Dance pop","4_platino","usa"
"Better Now","Post Malone","5 giugno 2018","3:50","Pop","4_platino","usa"
"Bailando","Enrique Iglesias","28 marzo 2014","4:03","Pop latino,,Dance pop","4_platino","usa"
"Bad and Boujee","Migos","28 ottobre 2016","5:34,(Versione singolo),,,5:43,(Versione album),,,3:27,(Radio edit)","Trap","4_platino","usa"
"Bottoms Up","Trey Songz","27 giugno 2010","4:02","Hip hop,,Contemporary R&B","4_platino","usa"
"Beat It","Michael Jackson","3 febbraio 1983","4:18","Pop rock,,Funk rock,,Soul,,Dance rock,,Hard rock","4_platino","usa"
"Blown Away","Carrie Underwood","9 luglio 2012","4:00","Country pop","4_platino","usa"
"Butterfly Effect","Travis Scott","15 maggio 2017","3:11","Trap,,Experimental hip hop","4_platino","usa"
