"title","artists","date","duration","genre","award","nation"
"All I Ask","Adele","20 novembre 2015","4:32","Soul","1_platino","can"
"80s Mercedes","Maren Morris","27 giugno 2016","3:31","Country,,Pop rock","1_platino","can"
"7 Things","Miley Cyrus","18 giugno 2008","3:33","Teen pop,,Pop rock","1_platino","can"
"5 O'Clock","T-Pain","27 settembre 2011","4:41 (explicit) - 4:40 (clean) - 3:09 (radio edit)","Contemporary R&B,,Ballata","1_platino","can"
"All Night Long (All Night)","Lionel Richie","31 agosto 1983","6:25","Disco,,Soul,,Funk","1_platino","can"
"Ain't No Other Man","Christina Aguilera","3 giugno 2006","3:48","Funk,,Pop,,Contemporary R&B","1_platino","can"
"Alone","Halsey","14 marzo 2018","3:27","Elettropop","1_platino","can"
"All My Friends","Snakehips","21 ottobre 2015","3:47","Musica elettronica,,Alternative R&B","1_platino","can"
"2002","Anne-Marie","20 aprile 2018","3:06","Pop","1_platino","can"
"After Party","Don Toliver","29 maggio 2020","2:47","Hip hop","1_platino","can"
"A Lot","21 Savage","8 gennaio 2019","4:48,(Versione album),,,6:32,(Versione YouTube)","Hip hop,,Trap","1_platino","can"
"99 Luftballons","Nena","  1983","","New wave,,Dance pop,,NDW","1_platino","can"
"All the Stars","Kendrick Lamar,SZA","4 gennaio 2018","3:55","Hip hop","1_platino","can"
"Alive","Sia","24 settembre 2015","4:23","Elettropop","1_platino","can"
"22","Taylor Swift","13 marzo 2013","3:52","Dance pop,,Pop","1_platino","can"
"All in My Head (Flex)","Fifth Harmony","31 maggio 2016","3:30","Reggae fusion","1_platino","can"
"All We Know","The Chainsmokers","29 settembre 2016","3:14","Future bass","1_platino","can"
"Adore You","Miley Cyrus","17 dicembre 2013","4:39","Pop,,Contemporary R&B","1_platino","can"
"America's Sweetheart","Elle King","8 febbraio 2016","4:06","Country pop","1_platino","can"
"Another Love","Tom Odell","15 ottobre 2012","4:06","Indie pop,,Rock,,Dance rock,,Musica etnica","1_platino","can"
"All the Good Girls Go to Hell","Billie Eilish","6 settembre 2019  (vedi date di pubblicazione)","2:48","Pop","1_platino","can"
"Am I Wrong","Nico & Vinz","12 aprile 2013","4:07 (extended version) – 3:39 (radio edit)","Pop,,Afrobeat","1_platino","can"
"Ain't My Fault","Zara Larsson","2 settembre 2016","3:44","Pop","1_platino","can"
"Ai se eu te pego!","Michel Teló","25 luglio 2011","2:46","Musica latina,,Pop,,Pop latino,,Musica leggera,,Música sertaneja","1_platino","can"
"Are You Bored Yet?","Wallows","1º febbraio 2019","2:58","Rock alternativo","1_platino","can"
"Ballin'","Mustard,Roddy Ricch","20 agosto 2019","3:00","Hip hop","1_platino","can"
"Bad Day","Daniel Powter","8 febbraio 2005   27 giugno 2005   25 luglio  2005   15 febbraio 2006 ","3:52","Pop rock,,Soft rock,,Rock alternativo,,Piano rock","1_platino","can"
"Beautiful","Bazzi","2 luglio 2017","2:58","Pop","1_platino","can"
"American Idiot","Green Day","31 agosto 2004","2:54","","1_platino","can"
"Behind These Hazel Eyes","Kelly Clarkson","12 aprile 2005","3:16","Pop rock","1_platino","can"
"Bad Girls","Donna Summer","23 giugno 1979","4:55","Disco,,Pop","1_platino","can"
"Bad Liar","Selena Gomez","18 maggio 2017  (vedi date di pubblicazione)","3:34","Pop","1_platino","can"
"Before He Cheats","Carrie Underwood","2006","3:19","Country rock","1_platino","can"
"Birthday","Katy Perry","21 aprile 2014","3:35","Nu-disco,,Pop","1_platino","can"
"Antisocial","Ed Sheeran,Travis Scott","12 luglio 2019","2:41","Hip hop","1_platino","can"
"Blow Your Mind (Mwah)","Dua Lipa","22 agosto 2016","2:58","Synth pop","1_platino","can"
"Beat It","Michael Jackson","3 febbraio 1983","4:18","Pop rock,,Funk rock,,Soul,,Dance rock,,Hard rock","1_platino","can"
"Beautiful Trauma","Pink","21 novembre 2017 ( Stati Uniti ) - 12 gennaio 2018 ( Italia )","4:10","Pop rock","1_platino","can"
"Bad Liar","Imagine Dragons","6 novembre 2018","4:20","Elettropop","1_platino","can"
"Bellyache","Billie Eilish","24 febbraio 2017","2:59","Elettropop","1_platino","can"
"Be Careful","Cardi B","30 marzo 2018","3:30","Hip hop","1_platino","can"
"Bloodstream","Ed Sheeran","23 giugno 2014","5:00","Musica acustica,,Rhythm and blues","1_platino","can"
"Bed","Nicki Minaj","14 giugno 2018  (vedi date di pubblicazione)","3:09","Pop","1_platino","can"
"Blown Away","Carrie Underwood","9 luglio 2012","4:00","Country pop","1_platino","can"
"Boneless","Steve Aoki,Chris Lake,Tujamo","23 agosto 2013","4:30","Electro house,,Progressive house","1_platino","can"
"Apologize","Timbaland","6 novembre 2007","3:06","Contemporary R&B,,Pop rock","1_platino","can"
"Boulevard of Broken Dreams","Green Day","29 novembre 2004","4:20","Rock alternativo","1_platino","can"
"Born to Do It","Craig David","14 agosto 2000 (UK)  17 luglio 2001 (U.S.)","41:37","Contemporary R&B,,UK garage","1_platino","can"
"Black Horse and the Cherry Tree","KT Tunstall","21 febbraio 2005   29 agosto 2005   ","2:51","Folk rock,,Southern rock,,Blues rock","1_platino","can"
"Brokenhearted","Karmin","7 febbraio 2012","3:49","Dance pop,,Pop rock,,Hip hop","1_platino","can"
"Carry On","Fun.","23 settembre 2012","04:38","Pop","1_platino","can"
"Breathe","Jax Jones","1 dicembre 2017","3:27","Deep house","1_platino","can"
"Banana","Conkarah","16 agosto 2019","3:04","Reggae","1_platino","can"
"Chains","Nick Jonas","30 luglio 2014","3:23","Contemporary R&B","1_platino","can"
"The Bones","Maren Morris","20 maggio 2019","3:17","Country pop,,Pop","1_platino","can"
"Bleeding Love","Leona Lewis","19 ottobre 2007","4:24,(album version),,4:01,(radio edit)","Pop soul,,Contemporary R&B","1_platino","can"
"Black or White","Michael Jackson","11 novembre 1991","3:22,,(single edit),,4:15,,(album version)","Hard rock,,Dance rock,,Rap rock","1_platino","can"
"Boys","Lizzo","22 giugno 2018","2:52","Funk,,Pop,,Elettropop","1_platino","can"
"Clarity","Zedd","1º febbraio 2013","4:31","Electro house,,Progressive house,,Soulful house","1_platino","can"
"C'mon C'mon","Sheryl Crow","8 aprile 2002","56:41","Rock","1_platino","can"
"Boyfriend","Ariana Grande,,Social House","2 agosto 2019","3:06","Contemporary R&B","1_platino","can"
"Changes","XXXTentacion","2 marzo 2018","2:02","Pop soul,,Alternative R&B,,Ambient pop","1_platino","can"
"Cool","Jonas Brothers","5 aprile 2019","2:47","Pop","1_platino","can"
"Come Get It Bae","Pharrell Williams","8 maggio 2014","3:21","Funk","1_platino","can"
"Careless Whisper","George Michael,(""George Michael"" nell'edizione UK; pubblicato come ""Wham! featuring George Michael"" negli USA)","24 luglio 1984","5:04","Pop,,Ballata,,Smooth jazz","1_platino","can"
"Changes","Faul & Wad Ad,Pnau","15 novembre 2013","5:42","Tropical house,,Deep house","1_platino","can"
"Confident","Demi Lovato","18 settembre 2015","3:25","Pop rock,,Elettropop","1_platino","can"
"Copycat","Billie Eilish","14 luglio 2017","3:18","Elettropop","1_platino","can"
"Dead","Madison Beer","19 maggio 2017","3:14","Indie pop","1_platino","can"
