"title","artists","date","duration","genre","award","nation"
"The Boy Is Mine","Brandy,Monica","19 maggio 1998","4:03","Contemporary R&B,,Hip hop soul","1_platino","uk"
"1-800-273-8255","Logic","28 aprile 2017","4:10","Hip hop","1_platino","uk"
"Clint Eastwood","Gorillaz","5 marzo 2001    7 agosto 2001 ","5:55","Alternative hip hop","1_platino","uk"
"Electricity","Dua Lipa,Silk City","7 settembre 2018","3:58","Dance pop,,Musica house","1_platino","uk"
"Dancing in the Dark","Bruce Springsteen","4 maggio 1984","3:59","Heartland rock,,Dance rock","1_platino","uk"
"The Box","Roddy Ricch","17 gennaio 2020","3:16","Trap","1_platino","uk"
"The Climb","Miley Cyrus","5 marzo 2009","3:55","Country pop","1_platino","uk"
"Electric Feel","MGMT","23 giugno 2008","3:50","Synth pop,,Neopsichedelia","1_platino","uk"
"Dance the Night Away","Van Halen","aprile 1979","3:04","Hard rock,,Pop metal,,Pop rock","1_platino","uk"
"Born to Do It","Craig David","14 agosto 2000 (UK)  17 luglio 2001 (U.S.)","41:37","Contemporary R&B,,UK garage","1_platino","uk"
"7 Days","Craig David","2000","3:55","Contemporary R&B","1_platino","uk"
"Beautiful","Akon","6 gennaio 2009","3:52","Dance pop,,Contemporary R&B","1_platino","uk"
"+1","Martin Solveig","6 luglio 2015","3:12 (radio edit)","Future House,,Deep house","1_platino","uk"
"Best Thing I Never Had","Beyoncé","1º giugno 2011","4:13","Contemporary R&B","1_platino","uk"
"Circles","Post Malone","30 agosto 2019","3:34","Pop psichedelico","1_platino","uk"
"Born This Way","Lady Gaga","11 febbraio 2011","4:20","Synth pop,,Elettropop,,Dance pop","1_platino","uk"
"Earth Song","Michael Jackson","27 novembre 1995","6:45,(versione album),,5:02,(versione radiofonica)","Blues,,Gospel,,Crossover classico","1_platino","uk"
"Ayo","Chris Brown,Tyga","6 gennaio 2015","3:46","Gangsta rap,,Contemporary R&B,,Elettrorap","1_platino","uk"
"Best of You","Foo Fighters","28 maggio 2005","4:15","","1_platino","uk"
"Cigarettes & Alcohol","Oasis","10 ottobre 1994","4:49","Rock alternativo,,Britpop","1_platino","uk"
"Boom Clap","Charli XCX","17 giugno 2014","2:49","Synth pop","1_platino","uk"
"Back to Black","Amy Winehouse","30 aprile 2007 ","4:01","Soul","1_platino","uk"
"Be the One","Dua Lipa","30 ottobre 2015","3:22","Synth pop","1_platino","uk"
"Bad and Boujee","Migos","28 ottobre 2016","5:34,(Versione singolo),,,5:43,(Versione album),,,3:27,(Radio edit)","Trap","1_platino","uk"
"Bad Day","Daniel Powter","8 febbraio 2005   27 giugno 2005   25 luglio  2005   15 febbraio 2006 ","3:52","Pop rock,,Soft rock,,Rock alternativo,,Piano rock","1_platino","uk"
"All Star","Smash Mouth","4 maggio 1999","3:21","","1_platino","uk"
"Earned It","The Weeknd","23 dicembre 2014","4:12","Contemporary R&B,,Pop barocco","1_platino","uk"
"Beggin","Madcon","21 marzo 2008","3:38","Contemporary R&B,,Soul,,Hip hop","1_platino","uk"
"Ciao Adios","Anne-Marie","10 febbraio 2017","3:20","Pop,,Dance pop","1_platino","uk"
"Boom Boom Pow","Black Eyed Peas,,accreditati come The Black Eyed Peas","20 marzo 2009","4:12","Elettropop","1_platino","uk"
"Alarm","Anne-Marie","20 maggio 2016","3:25","Elettropop","1_platino","uk"
"Bad Romance","Lady Gaga","23 ottobre 2009","4:54","Dance pop","1_platino","uk"
"BedRock","AA.VV.","15 marzo 2010","4:48","Dirty rap","1_platino","uk"
"Christmas Time (Don't Let the Bells End)","The Darkness","Dicembre 2003","3:25","Hard rock,,Musica natalizia","1_platino","uk"
"Bonfire Heart","James Blunt","29 luglio 2013","3:54","Folk rock","1_platino","uk"
"Be Alright","Dean Lewis","29 giugno 2018","3:16","Pop","1_platino","uk"
"Ain't My Fault","Zara Larsson","2 settembre 2016","3:44","Pop","1_platino","uk"
"Dusk Till Dawn","Zayn","7 settembre 2017","4:27","Pop","1_platino","uk"
"Because You Loved Me","Céline Dion","9 febbraio 1996","4:33","Pop,,Ballata","1_platino","uk"
"Christmas Lights","Coldplay","1º dicembre 2010","4:02","Pop,,Musica natalizia","1_platino","uk"
"Bodak Yellow","Cardi B","16 giugno 2017","3:43","Hip hop,,Trap","1_platino","uk"
"Always on Time","Ja Rule","30 ottobre 2001","4:05","Contemporary R&B","1_platino","uk"
"2U","David Guetta","9 giugno 2017","3:15","Electronic dance music","1_platino","uk"
"Basket Case","Green Day","29 novembre 1994","3:01","","1_platino","uk"
"Drunk in Love","Beyoncé","17 dicembre 2013","5:23","Trap","1_platino","uk"
"Beautiful People","Chris Brown","11 marzo 2011","3:45","Europop,,Progressive house","1_platino","uk"
"Chop Suey!","System of a Down","6 novembre 2001","3:30","Alternative metal","1_platino","uk"
"All the Small Things","Blink-182","18 gennaio 2000","2:48","Pop punk,,Power pop","1_platino","uk"
"Blue Monday","New Order","7 marzo 1983","7:29,(versione originale),,,4:09,(versione ridotta)","Synth pop,,Alternative dance,,Hi-NRG","1_platino","uk"
"Back in Black","AC/DC","1981","4:15","Hard rock,,Rock and roll,,Heavy metal,,Blues rock","1_platino","uk"
"The Drugs Don't Work","The Verve","1º settembre 1997","5:05","Britpop","1_platino","uk"
"Beautiful Liar","Beyoncé","5 marzo 2007","3:19","Contemporary R&B,,Pop latino","1_platino","uk"
"Chasing Highs","Alma","23 marzo 2017","3:15","Dance","1_platino","uk"
"Blow Your Mind (Mwah)","Dua Lipa","22 agosto 2016","2:58","Synth pop","1_platino","uk"
"Drop It Like It's Hot","Snoop Dogg","26 ottobre 2004","4:26","Hipster hop","1_platino","uk"
"Beautiful Day","U2","9 ottobre 2000","4:08","","1_platino","uk"
"Changes","XXXTentacion","2 marzo 2018","2:02","Pop soul,,Alternative R&B,,Ambient pop","1_platino","uk"
"Blinded by Your Grace, Pt. 2","Stormzy","14 dicembre 2017","3:50","Pop rap","1_platino","uk"
"Beautiful","Christina Aguilera","16 novembre 2002","3:58","Ballata,,Pop","1_platino","uk"
"Dreams","Fleetwood Mac","24 marzo 1977","4:17","Soft rock,,Pop rock","1_platino","uk"
"Champagne Supernova","Oasis","13 maggio 1996   solo in Australia Francia Stati Uniti d'America e Nuova Zelanda","7:28","Britpop,,Rock","1_platino","uk"
"Black Widow","Iggy Azalea","13 agosto 2014","3:29","Trap","1_platino","uk"
"3005","Childish Gambino","22 ottobre 2013","3:55","Alternative hip hop,,Elettrorap","1_platino","uk"
"Dreaming of You","The Coral","7 ottobre 2002","","","1_platino","uk"
"Chained to the Rhythm","Katy Perry","10 febbraio 2017","3:57","Elettropop","1_platino","uk"
"Black Skinhead","Kanye West","19 giugno 2013","3:08","Industrial hip hop","1_platino","uk"
"212","Azealia Banks","16 marzo 2012  (date di pubblicazione)","3:26","Electro house,,Dirty rap,,Hip house","1_platino","uk"
"Bang My Head","David Guetta","30 ottobre 2015","3:13","Electronic dance music,,Moombahton","1_platino","uk"
"Always","Bon Jovi","20 settembre 1994","5:54","Pop rock,,Soft rock,,Power ballad","1_platino","uk"
"All That She Wants","Ace of Base","novembre 1992","3:34","Dance pop,,Reggae fusion","1_platino","uk"
"Always Remember Us This Way","Lady Gaga","24 novembre 2018  (vedi date di pubblicazione)","3:30","Country","1_platino","uk"
"Drag Me Down","One Direction","31 luglio 2015","3:12","Pop rock","1_platino","uk"
"Centuries","Fall Out Boy","9 settembre 2014","3:51","Rock alternativo,,Pop rock","1_platino","uk"
"Black Magic","Little Mix","21 maggio 2015","3:31","Dance pop","1_platino","uk"
"Bang Bang","Jessie J,Ariana Grande,Nicki Minaj","29 luglio 2014","3:19","Pop,,Pop soul","1_platino","uk"
"Addicted to You","Avicii","27 novembre 2013","2:28","Dance,,Soul","1_platino","uk"
"Downtown","Macklemore & Ryan Lewis","27 agosto 2015","4:52","Pop rap,,West Coast hip hop,,Funk","1_platino","uk"
"The Cave","Mumford & Sons","2010","3:39","Indie rock","1_platino","uk"
"Black and Yellow","Wiz Khalifa","14 settembre 2010","3:37","Elettrorap","1_platino","uk"
"Down Under","Men at Work","ottobre 1981","3:45","Pop rock,,Reggae fusion","1_platino","uk"
"All I Am","Jess Glynne","17 agosto 2018","3:39","Pop","1_platino","uk"
"Castles","Freya Ridings","30 maggio 2019","3:31","Pop","1_platino","uk"
"Bitch Better Have My Money","Rihanna","26 marzo 2015","3:39","Trap","1_platino","uk"
"Baby Can I Hold You","Tracy Chapman","1988","3:14","Folk,,Folk,,Pop","1_platino","uk"
"Be Honest","Jorja Smith","16 agosto 2019","3:27","Reggae","1_platino","uk"
"Down","Jay Sean","31 maggio 2009","3:32","Dance pop,,Elettropop,,Contemporary R&B","1_platino","uk"
"Careless Whisper","George Michael,(""George Michael"" nell'edizione UK; pubblicato come ""Wham! featuring George Michael"" negli USA)","24 luglio 1984","5:04","Pop,,Ballata,,Smooth jazz","1_platino","uk"
"Billionaire","Travie McCoy","9 marzo 2010","3:32,(Album),,3:40,(Radio Edit)","Alternative hip hop,,Reggae fusion","1_platino","uk"
"Are you Gonna Be My Girl","Jet","25 agosto 2003","3:33","Garage punk,,Hard rock","1_platino","uk"
"Am I Wrong","Nico & Vinz","12 aprile 2013","4:07 (extended version) – 3:39 (radio edit)","Pop,,Afrobeat","1_platino","uk"
"Doo Wop (That Thing)","Lauryn Hill","7 luglio 1998","5:20,,3:51 (single edit)","Neo soul,,Hip hop soul,,Contemporary R&B","1_platino","uk"
"Candy Paint","Post Malone","16 ottobre 2017","3:49","Trap","1_platino","uk"
"Ain't No Sunshine","Bill Withers","settembre 1971","2:04","Soul,,Rhythm and blues,,Blues","1_platino","uk"
"Billie Jean","Michael Jackson","2 gennaio 1983","4:54","Funk,,Pop,,Rhythm and blues","1_platino","uk"
"Aserejé","Las Ketchup","15 maggio 2002","3:31","Pop latino","1_platino","uk"
"Baba O'Riley","The Who","1971","","Hard rock,,Rock elettronico","1_platino","uk"
"Back to You","Louis Tomlinson","21 luglio 2017","3:19","Pop","1_platino","uk"
"All Summer Long","Kid Rock","30 marzo 2008   9 giugno 2008 ","4:56","Country rock,,Country,,Southern rock","1_platino","uk"
"Back to You","Selena Gomez","10 maggio 2018","3:27","Dance pop,,Elettropop","1_platino","uk"
"Don't You (Forget About Me)","Simple Minds","20 febbraio 1985  8 aprile (UK)","4:19","Pop rock,,New wave,,Synth pop","1_platino","uk"
"2 Become 1","Spice Girls","12 dicembre 1996 (Giappone)  16 dicembre 1996  (UK)  31 marzo 1997 (Australia)  29 luglio 1997  (Nord America)","4:00","Pop","1_platino","uk"
"Candy","Robbie Williams","29 ottobre 2012","3:20","Pop,,Elettropop,,Pop rap","1_platino","uk"
"Big for Your Boots","Stormzy","24 febbraio 2017","3:58","Grime","1_platino","uk"
"50","Rick Astley","10 giugno 2016","","Pop,,Soul,,Adult contemporary music","1_platino","uk"
"Another One Bites the Dust","Queen","22 agosto 1980","3:34","Funk rock","1_platino","uk"
"Adore You","Harry Styles","6 dicembre 2019","3:27","Soul,,Pop rock","1_platino","uk"
"Don't Wanna Know","Maroon 5","11 ottobre 2016","3:34","Tropical house","1_platino","uk"
"Can't Stop","Red Hot Chili Peppers","24 gennaio 2003","4:27","Rock alternativo,,Rap rock,,Funk rock","1_platino","uk"
"Better","Khalid","14 settembre 2018","3:49","Contemporary R&B","1_platino","uk"
"Another Brick in the Wall","Pink Floyd","30 novembre 1979","8:27","Rock progressivo","1_platino","uk"
"Don't Wake Me Up","Chris Brown","18 maggio 2012","3:42","Dance","1_platino","uk"
"Bad Blood","Taylor Swift","17 maggio 2015","3:31","Elettropop","1_platino","uk"
"Can't Help Falling in Love","Elvis Presley","1º ottobre 1961","2:59","Ballata","1_platino","uk"
"The Best","Bonnie Tyler","1988","4:07","Pop rock","1_platino","uk"
"Enter Sandman","Metallica","29 luglio 1991","5:37","Heavy metal","1_platino","uk"
"Everybody Wants to Rule the World","Tears for Fears","18 marzo 1985","4:13","Pop rock,,New wave","1_platino","uk"
"Every Breath You Take","The Police","20 maggio 1983","4:14","Pop rock,,New wave,,Ballata,,Soft rock","1_platino","uk"
"Everybody Hurts","R.E.M.","15 aprile 1993    4 settembre 1993 ","5:20","Ballata,,Rock alternativo,,Rock sinfonico","1_platino","uk"
"Everybody in Love","JLS","1º novembre 2009","3:14","Pop,,Contemporary R&B","1_platino","uk"
"Evacuate the Dancefloor","Cascada","29 giugno 2009","3:28","Dance","1_platino","uk"
"Faith","George Michael","1987","3:16","Pop rock,,Rock and roll","1_platino","uk"
"Everything Has Changed","Taylor Swift","24 giugno 2013","4:04","Folk pop","1_platino","uk"
"Everglow","Coldplay","11 novembre 2016","4:42,(versione album),,5:01,(versione singolo),,3:47,(versione radiofonica)","Ballata","1_platino","uk"
"Fastlove","George Michael","18 aprile 1996","5:24","Pop","1_platino","uk"
"Everybody (Backstreet's Back)","Backstreet Boys","30 giugno 1997","3:47","Pop,,Dance pop","1_platino","uk"
"Fairground","Simply Red","18 settembre 1995","4:23","Dance pop","1_platino","uk"
"Fallin'","Alicia Keys","10 luglio 2001","3:30","Neo soul","1_platino","uk"
"Fantasy","Mariah Carey","12 settembre 1995","4:04","Dance pop,,Teen pop","1_platino","uk"
"Feelin' Myself","will.i.am","26 novembre 2013","4:13","Elettrorap","1_platino","uk"
"Fight for This Love","Cheryl","2009","3:50","Pop,,Dance pop,,Rhythm and blues,,Contemporary R&B","1_platino","uk"
"Family Affair","Mary J. Blige","12 giugno 2001","4:25","Contemporary R&B","1_platino","uk"
"The Edge of Glory","Lady Gaga","9 maggio 2011","5:21","Pop,,Dance pop","1_platino","uk"
"Falling","Harry Styles","7 marzo 2020","4:00","","1_platino","uk"
"Fill Me In","Craig David","3 aprile 2000","4:16","Contemporary R&B,,UK garage","1_platino","uk"
"Figure It Out","Royal Blood","2 luglio 2014","3:04","Hard rock","1_platino","uk"
"Everything I Wanted","Billie Eilish","13 novembre 2019","4:05","Elettropop","1_platino","uk"
"Fire","Kasabian","1º giugno 2009","4:12","Rock alternativo,,Indie rock","1_platino","uk"
"Fancy","Iggy Azalea","17 febbraio 2014","3:19","Elettrorap,,Trap","1_platino","uk"
"Foundations","Kate Nash","25 giugno 2007    4 settembre 2007  ","4:05","Indie pop,,Britpop","1_platino","uk"
"Fix You","Coldplay","5 settembre 2005","4:55","Rock alternativo","1_platino","uk"
"Eye of the Tiger","Survivor","8 maggio 1982","4:05","Hard rock,,Album-oriented rock","1_platino","uk"
"Finders Keepers","Mabel","10 marzo 2017","4:31","Rhythm and blues,,Soul","1_platino","uk"
"E.T.","Katy Perry","16 febbraio 2011  (vedi date di pubblicazione)","3:51","Musica elettronica,,Hip hop,,Dubstep","1_platino","uk"
"Freed from Desire","Gala","1996","3:27","Eurodance","1_platino","uk"
"Flying Without Wings","Westlife","ottobre 1999","3:36","Pop","1_platino","uk"
"Firestone","Kygo","1º dicembre 2014","4:33","Deep house,,Tropical house","1_platino","uk"
"Friends","Justin Bieber,BloodPop","17 agosto 2017","3:09","Pop","1_platino","uk"
"Frisky","Tinie Tempah","6 giugno 2010","3:41","Grime,,Drum and bass","1_platino","uk"
"The Flood","Take That","14 novembre 2010","4.54,(Album Version),,4.37,(Radio Edit)","Pop,,Pop rock","1_platino","uk"
"Footloose","Kenny Loggins","4 febbraio 1984","3:48","Dance rock","1_platino","uk"
"Flames","David Guetta,Sia","22 marzo 2018","3:15","Elettropop","1_platino","uk"
"Friday I'm in Love","The Cure","1992","13:28","Rock alternativo,,Jangle pop","1_platino","uk"
"Fuckin' Perfect","Pink","14 dicembre 2010","3:33","Pop rock","1_platino","uk"
"Finesse","Bruno Mars","4 gennaio 2018","3:37","Contemporary R&B,,Hip hop soul,,New jack swing","1_platino","uk"
"Fuck You!","Cee Lo Green","19 agosto 2010","3:44","Neo soul,,Contemporary R&B","1_platino","uk"
"The Final Countdown","Europe","14 febbraio 1986","5:11,(versione album),,4:03,(versione radio)","Hard rock,,Glam rock","1_platino","uk"
"Get Busy","Sean Paul","23 maggio 2003","3:32","Dancehall reggae","1_platino","uk"
"Gimme Shelter","The Rolling Stones","29 novembre 1969","4:31","Rock","1_platino","uk"
"Gettin' Jiggy Wit It","Will Smith","27 gennaio 1998","3:48","East Coast hip hop","1_platino","uk"
"Girls Just Want to Have Fun","Cyndi Lauper","6 settembre 1983","3:58","Dance pop,,Synth pop","1_platino","uk"
"Genie in a Bottle","Christina Aguilera","22 giugno 1999","3:36","Teen pop,,Dance pop","1_platino","uk"
"Fuckin' Problems","ASAP Rocky","24 ottobre 2012","3:57","Hip hop","1_platino","uk"
"For You","Liam Payne,Rita Ora","5 gennaio 2018","4:05","Dance,,Elettropop","1_platino","uk"
"Ghetto Gospel","Tupac Shakur","2005","3:58","West Coast hip hop","1_platino","uk"
"Frozen","Madonna","23 febbraio 1998   3 marzo 1998","6:12","Musica elettronica,,Musica d'ambiente","1_platino","uk"
"Give Me Love","Ed Sheeran","26 novembre 2012","5:26","Pop","1_platino","uk"
"Girl on Fire","Alicia Keys","4 settembre 2012","3:44","Soul,,Contemporary R&B,,Pop","1_platino","uk"
"Ghost","Ella Henderson","6 giugno 2014","3:36","Pop","1_platino","uk"
"Gives You Hell","The All-American Rejects","30 settembre 2008","3:33","Rock alternativo","1_platino","uk"
"Glad You Came","The Wanted","10 luglio 2011","3:17","Dance pop","1_platino","uk"
"Goodbye","Spice Girls","8 dicembre 1998  (US)  14 dicembre 1998  (UK)","4:20,(radio edit),4:44 (single version)
4:35 (music video)","Pop","1_platino","uk"
"Godzilla","Eminem","31 gennaio 2020","3:30","Hip hop","1_platino","uk"
"Go Flex","Post Malone","21 aprile 2016","3:01","Country pop","1_platino","uk"
"Gold Digger","Kanye West","2 agosto 2005","10:56","Hip hop,,Contemporary R&B","1_platino","uk"
"Good as Hell","Lizzo","8 marzo 2016","2:39","Pop","1_platino","uk"
"Gotham City","R. Kelly","3 giugno 1997","4:55","Contemporary R&B,,Soul,,Gospel","1_platino","uk"
"Girlfriend","Avril Lavigne","7 febbraio 2007    19 marzo 2007    2 aprile 2007  ","3:37","Pop punk,,Pop rock","1_platino","uk"
"Goosebumps","Travis Scott","13 dicembre 2016","4:03","Trap","1_platino","uk"
"Hair","Little Mix","15 aprile 2016","3:28","Dance pop","1_platino","uk"
"Good Riddance (Time of Your Life)","Green Day","23 novembre 1997","2:34","Rock alternativo,,Rock acustico,,Ballata","1_platino","uk"
"Groovejet (If This Ain't Love)","Spiller","14 agosto 2000","3:47","Musica house,,Dance","1_platino","uk"
"The Greatest","Sia","6 settembre 2016","3:30","Pop","1_platino","uk"
"Going Bad","Meek Mill","22 gennaio 2019","3:00","Hip hop","1_platino","uk"
"Have a Nice Day","Stereophonics","2001","3:25","Indie pop,,Rock alternativo","1_platino","uk"
"Haven't Met You Yet","Michael Bublé","31 agosto 2009","4:05","Pop","1_platino","uk"
"Give Me Everything","Pitbull","22 marzo 2011","4:16","Hip house,,Electro house,,Dance pop","1_platino","uk"
"Hey Boy Hey Girl","The Chemical Brothers","31 maggio 1999","4:50","Big beat,,Hip house,,Musica elettronica","1_platino","uk"
"Grace","Lewis Capaldi","21 settembre 2018","3:04","Rock alternativo","1_platino","uk"
"God Is a Woman","Ariana Grande","13 luglio 2018  (vedi date di pubblicazione)","3:17","Trap,,Contemporary R&B,,Pop rap","1_platino","uk"
"Habits (Stay High)","Tove Lo","6 dicembre 2013","3:28","Pop,,Elettropop","1_platino","uk"
"Goodbyes","Post Malone","5 luglio 2019","2:54","Trap","1_platino","uk"
"Green Light","Lorde","3 marzo 2017","3:54","Elettropop,,Power pop,,Dance pop,,Post-disco","1_platino","uk"
"Heart Skips a Beat","Olly Murs","19 agosto 2011","3:22","Pop,,Soul,,Reggae fusion,,Hip hop","1_platino","uk"
"Hero","Enrique Iglesias","14 agosto 2001","4:23","Pop latino","1_platino","uk"
"Half the World Away","Oasis","1994","4,min,: 21,s","Britpop","1_platino","uk"
"Head & Heart","Joel Corry","3 luglio 2020","2:46","Musica house","1_platino","uk"
"Happy Xmas (War Is Over)","John Lennon,Yōko Ono","6 dicembre 1971  ","3:25","Musica natalizia,,Pop rock","1_platino","uk"
"History","One Direction","5 febbraio 2016","3:07","Folk","1_platino","uk"
"""Heroes""","David Bowie","23 settembre 1977","6:07 (versione album),,3:32 (radio edit)","Art rock","1_platino","uk"
"Here Comes the Sun","The Beatles","1969","3:06","Folk rock,,Pop rock","1_platino","uk"
"Halo","Beyoncé","20 gennaio 2009","4:21","Pop","1_platino","uk"
"Here Comes the Hotstepper","Ini Kamoze","14 novembre 1994","4:09","Raggamuffin","1_platino","uk"
"Hey Mama","David Guetta","16 marzo 2015","3:12","Trap,,Electro house,,Dance pop","1_platino","uk"
"Hot Right Now","DJ Fresh","12 febbraio 2012","3:02","Drum and bass,,Musica elettronica","1_platino","uk"
"Hometown Glory","Adele","22 ottobre 2007","3:37","Pop,,Soul","1_platino","uk"
"Highway to Hell","AC/DC","1979","3:38","Hard rock,,Blues rock","1_platino","uk"
"Heroes (We Could Be)","Alesso","4 settembre 2014","3:29","Progressive house","1_platino","uk"
"Hips Don't Lie","Shakira","28 febbraio 2006","3:41","Salsa,,World music","1_platino","uk"
"Hot in Herre","Nelly","14 maggio 2002","3:49","Pop rap","1_platino","uk"
"Hold My Hand","Jess Glynne","23 febbraio 2015","3:47","Electronic dance music,,Dance pop,,Synth pop,,Musica house,,Soul","1_platino","uk"
