"title","artists","date","duration","genre","award","nation"
"Butterfly Effect","Travis Scott","15 maggio 2017","3:11","Trap,,Experimental hip hop","5_platino","can"
"Bank Account","21 Savage","8 agosto 2017","3:40","Hip hop,,Trap","5_platino","can"
"Better","Khalid","14 settembre 2018","3:49","Contemporary R&B","5_platino","can"
"1-800-273-8255","Logic","28 aprile 2017","4:10","Hip hop","5_platino","can"
"Glad You Came","The Wanted","10 luglio 2011","3:17","Dance pop","5_platino","can"
"Apologize","Timbaland","6 novembre 2007","3:06","Contemporary R&B,,Pop rock","5_platino","can"
"Dynamite","Taio Cruz","5 luglio 2010","3:23","Elettropop,,Dance pop","5_platino","can"
"Ex's & Oh's","Elle King","23 settembre 2014","3:22","Rock alternativo,,Blues rock,,Southern rock","5_platino","can"
"Feel So Close","Calvin Harris","agosto 2011","3:27","Electro house,,Rock elettronico,,Dance pop","5_platino","can"
"All of Me","John Legend","12 agosto 2013","4:29","Ballata","5_platino","can"
"Don't Wanna Know","Maroon 5","11 ottobre 2016","3:34","Tropical house","5_platino","can"
"Honey, I'm Good.","Andy Grammer","11 novembre 2014","3:19","Pop rock,,Pop,,Country pop","5_platino","can"
"Earned It","The Weeknd","23 dicembre 2014","4:12","Contemporary R&B,,Pop barocco","5_platino","can"
"Attention","Charlie Puth","21 aprile 2017","3:31","Pop","5_platino","can"
"Going Bad","Meek Mill","22 gennaio 2019","3:00","Hip hop","5_platino","can"
"Get Lucky","Daft Punk","19 aprile 2013","6:07,(versione album),,4:08,(versione radiofonica)","Disco,,Funk","5_platino","can"
"I Love It","Icona Pop","9 maggio 2012","2:37","Elettropop,,Dance pop","5_platino","can"
"Let It Go","James Bay","12 maggio 2014","4:21","Indie pop,,Folk rock,,Blues rock","5_platino","can"
"Ho Hey","The Lumineers","4 giugno 2012","2:43","Indie folk","5_platino","can"
"Eastside","Benny Blanco,Halsey,Khalid","12 luglio 2018","2:53","Pop","5_platino","can"
"Goodbyes","Post Malone","5 luglio 2019","2:54","Trap","5_platino","can"
"I Will Wait","Mumford & Sons","agosto 2012","4:36","Folk rock,,Indie folk","5_platino","can"
"Galway Girl","Ed Sheeran","7 aprile 2017","2:50","","5_platino","can"
"Bang Bang","Jessie J,Ariana Grande,Nicki Minaj","29 luglio 2014","3:19","Pop,,Pop soul","5_platino","can"
"I Knew You Were Trouble","Taylor Swift","14 novembre 2012","3:40","Elettropop,,Dubstep","5_platino","can"
"Safe and Sound","Capital Cities","1º febbraio 2011","3:13","Synth pop,,Dance pop,,Indie pop","5_platino","can"
"Mask Off","Future","18 aprile 2017","3:23","Trap","5_platino","can"
"Low","Flo Rida","19 giugno 2007","3:49","Elettrorap","5_platino","can"
"Pumped Up Kicks","Foster the People","4 aprile 2011","3:40","Indie rock,,Indie pop","5_platino","can"
"Don't Start Now","Dua Lipa","1º novembre 2019","3:03","Nu-disco","5_platino","can"
"Lucid Dreams","Juice WRLD","4 maggio 2018","4:00","Emo rap,,Pop rap,,Alternative R&B","5_platino","can"
"Locked Out of Heaven","Bruno Mars","1º ottobre 2012","3:53","Reggae rock,,New wave,,Funk","5_platino","can"
"I Feel It Coming","The Weeknd","18 novembre 2016  (vedi date di pubblicazione)","4:29","Disco","5_platino","can"
"I'm Your Angel","Céline Dion,R. Kelly","25 settembre 1998","5:31","Contemporary R&B,,Pop soul,,Gospel","5_platino","can"
"Slow Hands","Niall Horan","4 maggio 2017","3:07","Pop","5_platino","can"
"Mercy","Shawn Mendes","18 ottobre 2016","3:28","Pop rock","5_platino","can"
"Rude","Magic!","10 ottobre 2013","3:44","Reggae fusion","5_platino","can"
"Paper Planes","M.I.A.","11 febbraio 2008","3:24","Alternative dance,,Alternative hip hop","5_platino","can"
"In My Feelings","Drake","10 luglio 2018","3:37","Bounce","5_platino","can"
"Silence","Marshmello","11 agosto 2017","3:00","Electronic dance music","5_platino","can"
