"title","artists","date","duration","genre","award","nation"
"All Time Low","Jon Bellion","13 maggio 2016","3:37","Pop rock,,Elettropop","1_platino","usa"
"7/11","Beyoncé","25 novembre 2014","3:33","Trap","1_platino","usa"
"Angel of Mine","Monica","19 gennaio 1999","3:56","Pop,,Contemporary R&B","1_platino","usa"
"Act Up","City Girls","3 aprile 2019","2:38","Hip hop","1_platino","usa"
"Backin' It Up","Pardison Fontaine","20 settembre 2018","3:10","Hip hop","1_platino","usa"
"Almost Doesn't Count","Brandy","30 marzo 1999","3:37","Contemporary R&B","1_platino","usa"
"Another Brick in the Wall","Pink Floyd","30 novembre 1979","8:27","Rock progressivo","1_platino","usa"
"Baby Boy","Beyoncé","3 agosto 2003    3 ottobre 2003   6 ottobre 2003 ","4:04","Dancehall reggae","1_platino","usa"
"Animals","Maroon 5","24 agosto 2014","3:49","New wave","1_platino","usa"
"2002","Anne-Marie","20 aprile 2018","3:06","Pop","1_platino","usa"
"All Falls Down","Kanye West","24 febbraio 2004","3:43","East Coast hip hop","1_platino","usa"
"All of a Sudden","Lil Baby","1 dicembre 2017","3:01","Trap","1_platino","usa"
"2U","David Guetta","9 giugno 2017","3:15","Electronic dance music","1_platino","usa"
"All My Friends","Snakehips","21 ottobre 2015","3:47","Musica elettronica,,Alternative R&B","1_platino","usa"
"Ain't 2 Proud 2 Beg","TLC","22 novembre 1991","5:36","New jack swing,,Funk","1_platino","usa"
"2 Reasons","Trey Songz","12 giugno 2012","3:19","Elettrorap","1_platino","usa"
"Apeshit","The Carters","16 giugno 2018","4:25","Trap","1_platino","usa"
"American Honey","Lady Antebellum","11 gennaio 2010","3:44","Country,,Pop","1_platino","usa"
"B.Y.O.B.","System of a Down","29 marzo 2005","4:17","Alternative metal","1_platino","usa"
"Amnesia","5 Seconds of Summer","5 settembre 2014","3:57","Pop punk","1_platino","usa"
"Automatic","Miranda Lambert","17 febbraio 2014","4:07","Country","1_platino","usa"
"Back to You","Louis Tomlinson","21 luglio 2017","3:19","Pop","1_platino","usa"
"All Dat","Moneybagg Yo,Megan Thee Stallion","10 ottobre 2019","2:23","Dirty rap,,Southern hip hop","1_platino","usa"
"Always Remember Us This Way","Lady Gaga","24 novembre 2018  (vedi date di pubblicazione)","3:30","Country","1_platino","usa"
"Ain't My Fault","Zara Larsson","2 settembre 2016","3:44","Pop","1_platino","usa"
"All for Love","Bryan Adams,Rod Stewart,Sting","16 novembre 1993","4:46","Rock","1_platino","usa"
"Ay, Dios mío!","Karol G","10 luglio 2020","3:09","","1_platino","usa"
"3005","Childish Gambino","22 ottobre 2013","3:55","Alternative hip hop,,Elettrorap","1_platino","usa"
"2 On","Tinashe","21 gennaio 2014","3:51","Electro-R&B","1_platino","usa"
"Already Gone","Kelly Clarkson","11 agosto 2009","4:41,(versione album),,4:25,(versione radiofonica)","Soft rock","1_platino","usa"
"B.S.","Jhené Aiko","6 marzo 2020","3:33","Rhythm and blues","1_platino","usa"
"Adore You","Miley Cyrus","17 dicembre 2013","4:39","Pop,,Contemporary R&B","1_platino","usa"
"All That Matters","Justin Bieber","14 ottobre 2013","3:12","Contemporary R&B,,Pop","1_platino","usa"
"All I Have to Give","Backstreet Boys","13 gennaio 1998   8 dicembre 1998  ","3:35","Pop,,Rhythm and blues","1_platino","usa"
"Animal","Trey Songz","17 marzo 2017","4:21","Dirty rap,,Contemporary R&B,,Elettrorap","1_platino","usa"
"Bartender","T-Pain","5 giugno 2007","3:58","Contemporary R&B","1_platino","usa"
"All in My Head (Flex)","Fifth Harmony","31 maggio 2016","3:30","Reggae fusion","1_platino","usa"
"Are You Bored Yet?","Wallows","1º febbraio 2019","2:58","Rock alternativo","1_platino","usa"
"Batdance","Prince","30 maggio 1989","4:06 (7""),,6:13 (album/12"")","Electronic dance music,,Rock sperimentale","1_platino","usa"
"Bad Liar","Selena Gomez","18 maggio 2017  (vedi date di pubblicazione)","3:34","Pop","1_platino","usa"
"Balla Baby","Chingy","1º novembre 2004","3:33","Southern hip hop,,Gangsta rap","1_platino","usa"
"Back to Black","Amy Winehouse","30 aprile 2007 ","4:01","Soul","1_platino","usa"
"...Baby One More Time","Britney Spears","23 ottobre 1998","3:30","Dance pop,,Teen pop","1_platino","usa"
"Barbie Tingz","Nicki Minaj","12 aprile 2018","3:11","Hip hop","1_platino","usa"
"Bad","Michael Jackson","7 settembre 1987","4:07","Dance pop,,Funk","1_platino","usa"
"Before I Forget","Slipknot","13 giugno 2005","4:38,(versione album),,3:37,(versione singolo)","Nu metal,,Alternative metal","1_platino","usa"
"Ball for Me","Post Malone","8 maggio 2018","3:27","Hip hop","1_platino","usa"
"Because of You","Kelly Clarkson","16 agosto 2005","3:39","Soft rock","1_platino","usa"
"Beautiful Now","Zedd","13 maggio 2015","3:38","Progressive house","1_platino","usa"
"Beautiful Liar","Beyoncé","5 marzo 2007","3:19","Contemporary R&B,,Pop latino","1_platino","usa"
"Be Kind","Marshmello,Halsey","1º maggio 2020","2:52","Electronic dance music","1_platino","usa"
"Best on Earth","Russ","17 ottobre 2019","2:40","Hip hop","1_platino","usa"
"Before You Walk Out of My Life","Monica","1995","4:53","Contemporary R&B","1_platino","usa"
"Beautiful People","Chris Brown","11 marzo 2011","3:45","Europop,,Progressive house","1_platino","usa"
"Believe","Cher","19 ottobre 1998","3:59","Dance pop,,Eurodance,,Hi-NRG","1_platino","usa"
"Before You Go","Lewis Capaldi","19 novembre 2019","3:36","Pop soul","1_platino","usa"
"Better Man","Little Big Town","20 ottobre 2016","4:21","Country","1_platino","usa"
"Bichota","Karol G","23 ottobre 2020","2:58","Reggaeton","1_platino","usa"
"Begin Again","Taylor Swift","25 settembre 2012","3:57","Country","1_platino","usa"
"Beat It","Michael Jackson","3 febbraio 1983","4:18","Pop rock,,Funk rock,,Soul,,Dance rock,,Hard rock","1_platino","usa"
"Bang Bang","Jessie J,Ariana Grande,Nicki Minaj","29 luglio 2014","3:19","Pop,,Pop soul","1_platino","usa"
"Best Thing I Never Had","Beyoncé","1º giugno 2011","4:13","Contemporary R&B","1_platino","usa"
"Beautiful","Christina Aguilera","16 novembre 2002","3:58","Ballata,,Pop","1_platino","usa"
"The Best of the Gipsy Kings","Gipsy Kings","1995","73:46","Flamenco,,World music,,Rumba","1_platino","usa"
"Beg for It","Iggy Azalea","24 ottobre 2014","2:58","Pop rap,,Trap","1_platino","usa"
"Best Song Ever","One Direction","22 luglio 2013","3:22","Power pop,,Dance pop","1_platino","usa"
"Because You Loved Me","Céline Dion","9 febbraio 1996","4:33","Pop,,Ballata","1_platino","usa"
"Behind These Hazel Eyes","Kelly Clarkson","12 aprile 2005","3:16","Pop rock","1_platino","usa"
"Big Ole Freak","Megan Thee Stallion","22 gennaio 2019","3:34","Hip hop","1_platino","usa"
"Best Life","Cardi B","6 aprile 2018","4:44","Rhythm and blues","1_platino","usa"
"Bills, Bills, Bills","Destiny's Child","15 giugno 1999   12 luglio 1999  ","4:33","Contemporary R&B","1_platino","usa"
"Beautiful People","Ed Sheeran","28 giugno 2019","3:17","Pop soul","1_platino","usa"
"Big Poppa","The Notorious B.I.G.","20 febbraio 1995 ","4:43","G-funk,,East Coast hip hop","1_platino","usa"
"Bootylicious","Destiny's Child","26 giugno 2001","3:27","Contemporary R&B,,Dance pop","1_platino","usa"
"Black Beatles","Rae Sremmurd","13 settembre 2016","4:51","Trap","1_platino","usa"
"Boss","Fifth Harmony","7 luglio 2014","2:51","Hip hop","1_platino","usa"
"Boss","Lil Pump","6 giugno 2017","1:46","Trap","1_platino","usa"
"Bitches Broken Hearts","Billie Eilish","30 marzo 2018","2:56","Indie pop,,Ambient pop","1_platino","usa"
"Both of Us","B.o.B","22 maggio 2012","3:36","Alternative hip hop,,Country rap","1_platino","usa"
"Birthday","Katy Perry","21 aprile 2014","3:35","Nu-disco,,Pop","1_platino","usa"
"Booty","Jennifer Lopez","23 settembre 2014","3:29","Dance","1_platino","usa"
"Blueberry Faygo","Lil Mosey","7 febbraio 2020","2:43","Trap","1_platino","usa"
"Black Skinhead","Kanye West","19 giugno 2013","3:08","Industrial hip hop","1_platino","usa"
"Blackout","Breathe Carolina","14 giugno 2011","3:28","Dance pop,,Synth pop","1_platino","usa"
"Break","Three Days Grace","1º settembre 2009","3:10","Alternative metal","1_platino","usa"
"Boombastic","Shaggy","1995","3:52","Reggae fusion","1_platino","usa"
"Born to Do It","Craig David","14 agosto 2000 (UK)  17 luglio 2001 (U.S.)","41:37","Contemporary R&B,,UK garage","1_platino","usa"
"Budapest","George Ezra","13 dicembre 2013","3:21","Folk,,Blues,,Pop rock","1_platino","usa"
"Blinding Lights","The Weeknd","29 novembre 2019","3:21","Elettropop,,Synth pop,,Synthwave","1_platino","usa"
"Break My Heart","Dua Lipa","25 marzo 2020","3:41","Dance pop","1_platino","usa"
"Breath","Breaking Benjamin","marzo 2007","3:38","Alternative metal,,Post-grunge","1_platino","usa"
"Birthday Cake","Rihanna","6 marzo 2012","1:18 (Originale),,3:39 (Remix)","Dance,,Dubstep","1_platino","usa"
"Blah Blah Blah","Kesha","1º febbraio 2010","2:52","Elettropop,,Dance pop","1_platino","usa"
"Brokenhearted","Karmin","7 febbraio 2012","3:49","Dance pop,,Pop rock,,Hip hop","1_platino","usa"
"Burn","Usher","21 marzo 2004","4:15","Contemporary R&B","1_platino","usa"
"Break the Ice","Britney Spears","3 marzo 2008","03:16,(Album/Main version),03:11 (Radio Edit)","Electro-R&B","1_platino","usa"
"Bugatti","Ace Hood","29 gennaio 2013","4:31","Trap","1_platino","usa"
"Call Me","Nav,Metro Boomin","14 luglio 2017","3:35","Hip hop","1_platino","usa"
"Black or White","Michael Jackson","11 novembre 1991","3:22,,(single edit),,4:15,,(album version)","Hard rock,,Dance rock,,Rap rock","1_platino","usa"
"Bleeding Love","Leona Lewis","19 ottobre 2007","4:24,(album version),,4:01,(radio edit)","Pop soul,,Contemporary R&B","1_platino","usa"
"Boyfriend","Ariana Grande,,Social House","2 agosto 2019","3:06","Contemporary R&B","1_platino","usa"
"Bust Down","Trippie Redd","15 settembre 2017","4:10","Hip hop","1_platino","usa"
"Calma (Remix)","Pedro Capó,Farruko","5 ottobre 2018","3:58","Pop latino","1_platino","usa"
"C'Mon","Kesha","17 gennaio 2013","3:34","Elettropop","1_platino","usa"
"Can't Help but Wait","Trey Songz","6 agosto 2007","3:27","Contemporary R&B","1_platino","usa"
"Bubbly","Colbie Caillat","15 maggio 2007","3:16","Folk,,Pop","1_platino","usa"
"Camelot","NLE Choppa","13 settembre 2019","2:28","Hip hop","1_platino","usa"
"Castle","Halsey","9 aprile 2016","4:20","Elettropop","1_platino","usa"
"Candyman","Christina Aguilera","20 febbraio 2007   7 aprile 2007   ","3:14","Pop,,Blues,,Jazz","1_platino","usa"
"Call You Mine","The Chainsmokers,Bebe Rexha","31 maggio 2019","3:37","Elettropop","1_platino","usa"
"Can't Be Friends","Trey Songz","28 settembre 2010","3:45","Contemporary R&B,,Ballata","1_platino","usa"
"Buttons","Pussycat Dolls","2 maggio 2006","3:46","Contemporary R&B,,Pop","1_platino","usa"
"Bye Bye","Mariah Carey","14 aprile 2008    20 giugno 2008    23 giugno 2008    18 luglio 2008  ","4:26","Contemporary R&B","1_platino","usa"
"Call Me When You're Sober","Evanescence","25 settembre 2006","3:34","Alternative metal","1_platino","usa"
"Chains","Nick Jonas","30 luglio 2014","3:23","Contemporary R&B","1_platino","usa"
"Captain Hook","Megan Thee Stallion","10 marzo 2020","2:56","Hip hop","1_platino","usa"
"Cater 2 U","Destiny's Child","19 luglio 2005","4:07","Contemporary R&B","1_platino","usa"
"Chasing Pavements","Adele","13 gennaio 2008","3:31","Soul,,Pop,,Blues,,Jazz","1_platino","usa"
"Can't Tell Me Nothing","Kanye West","15 maggio 2007","4:31","Southern hip hop","1_platino","usa"
"Can't Believe It","T-Pain","29 giugno 2008","4:33","Contemporary R&B","1_platino","usa"
"The Champion","Carrie Underwood","12 gennaio 2018","3:43","Country","1_platino","usa"
"Check on It","Beyoncé","13 dicembre 2005","3:31","Contemporary R&B,,Hip hop","1_platino","usa"
"Carry On","Fun.","23 settembre 2012","04:38","Pop","1_platino","usa"
"Cheers (Drink to That)","Rihanna","2 agosto 2011","4:22","Pop rock,,Dancehall reggae","1_platino","usa"
"Champions","AA.VV.","7 giugno 2016","5:34","Hip hop","1_platino","usa"
"Can't Help Falling in Love","Elvis Presley","1º ottobre 1961","2:59","Ballata","1_platino","usa"
"CoCo","O.T. Genasis","27 ottobre 2014","4:00","Trap","1_platino","usa"
"Boy with Luv","BTS","12 aprile 2019","3:49","","1_platino","usa"
"Can You Feel the Love Tonight","Elton John","12 maggio 1994","3:59","Colonna sonora,,Pop","1_platino","usa"
"Call on Me","Starley","29 luglio 2016","2:41","Dance pop","1_platino","usa"
"Check Yo Self","Ice Cube","1993","3:42","West Coast hip hop","1_platino","usa"
"Candy Shop","50 Cent","1º febbraio 2005","3:29","Dirty rap","1_platino","usa"
"Clout Cobain","Denzel Curry","11 luglio 2018","3:51","Emo rap,,Trap","1_platino","usa"
"The Chronicles of Life and Death","Good Charlotte","5 ottobre 2004","variabile","Pop rock,,Pop punk,,Punk revival","1_platino","usa"
"Careless Whisper","George Michael,(""George Michael"" nell'edizione UK; pubblicato come ""Wham! featuring George Michael"" negli USA)","24 luglio 1984","5:04","Pop,,Ballata,,Smooth jazz","1_platino","usa"
"Clout","Offset","15 marzo 2019","3:25","Hip hop","1_platino","usa"
"Corona and Lime","Shwayze","23 luglio 2008","3:56","Alternative hip hop","1_platino","usa"
"Cool","Jonas Brothers","5 aprile 2019","2:47","Pop","1_platino","usa"
"Chlorine","Twenty One Pilots","29 gennaio 2019","5:24","Trip hop","1_platino","usa"
"Cosmic Love","Florence and the Machine","5 luglio 2010","4:15","Art pop,,Folk rock,,Indie rock","1_platino","usa"
"Chun-Li","Nicki Minaj","12 aprile 2018","3:11","Hip hop","1_platino","usa"
"Copycat","Billie Eilish","14 luglio 2017","3:18","Elettropop","1_platino","usa"
"Close to Me","Ellie Goulding,Diplo","24 ottobre 2018","3:02","Pop","1_platino","usa"
"Cupid's Chokehold","Gym Class Heroes","marzo 2005 (prima versione)  dicembre 2006  (seconda versione)","4:04","Pop rock,,Pop rap","1_platino","usa"
"Come Thru","Summer Walker,Usher","28 dicembre 2019","3:01","Contemporary R&B","1_platino","usa"
"Complicated","Avril Lavigne","14 maggio 2002","4:08","Pop punk,,Pop rock","1_platino","usa"
"Come with Me Now","Kongos","15 dicembre 2012","3:31","Rock alternativo,,kwaito","1_platino","usa"
"Dance Floor Anthem","Good Charlotte","7 settembre 2007   2 luglio 2007 
30 giugno 2007","4:04","Rock alternativo,,Punk revival,,Pop punk","1_platino","usa"
"Crushcrushcrush","Paramore","26 novembre 2007","3:09","Rock alternativo,,Pop punk,,Emo-pop","1_platino","usa"
"Daddy","Blueface","14 giugno 2019","2:31","West Coast hip hop","1_platino","usa"
"Crazy Kids","Kesha","30 aprile 2013","3:50","Pop rap,,Elettropop","1_platino","usa"
"Crazy Little Thing Called Love","Queen","5 ottobre 1979","2:42","Rockabilly,,Rock and roll","1_platino","usa"
"Crazier","Taylor Swift","23 marzo 2009","3:12","Country pop","1_platino","usa"
"Cold Water","Major Lazer","22 luglio 2016","3:05","Dance pop,,Deep house","1_platino","usa"
"Company","Justin Bieber","8 marzo 2016","3:27","Dance pop","1_platino","usa"
"Crocodile Rock","Elton John","27 ottobre 1972 (UK)  20 novembre 1972 (USA)","3:56","Rock and roll,,Glam rock,,Piano rock","1_platino","usa"
"Danza Kuduro","Don Omar","15 agosto 2010","3:19","Kuduro,,Reggaeton","1_platino","usa"
"The Cure","Lady Gaga","16 aprile 2017","3:31","Synth pop,,Pop soul","1_platino","usa"
"Criminal","Fiona Apple","16 settembre 1997","5:41 (Versione dell'album),,4:22 (Verisione del video),,4:46 (Radio Edit)","Rock alternativo","1_platino","usa"
"Crew Love","Drake","luglio 2012","3:29","Alternative R&B","1_platino","usa"
"Damaged","Danity Kane","29 gennaio 2008","4:09","Dance pop,,Contemporary R&B,,Synth pop","1_platino","usa"
"Crying in the Club","Camila Cabello","19 maggio 2017","3:36","Pop,,Dance","1_platino","usa"
"Creep","TLC","31 ottobre 1994","4:28","Contemporary R&B,,Hip hop soul","1_platino","usa"
"Did It Again","Lil Tecca","21 gennaio 2019","1:56","Trap","1_platino","usa"
"Death","Trippie Redd","12 novembre 2019","2:52","Hip hop","1_platino","usa"
"Dear Mama","Tupac Shakur","21 febbraio 1995","4:39","Conscious hip hop","1_platino","usa"
"Do I Wanna Know?","Arctic Monkeys","2013","4:33","Indie rock","1_platino","usa"
"Daniel","Elton John","26 marzo 1973","3:53","Pop","1_platino","usa"
"Dirty Laundry","Carrie Underwood","5 settembre 2016","3:25","Country","1_platino","usa"
"Dear Agony","Breaking Benjamin","29 settembre 2009","41:54","Alternative metal,,Post-grunge","1_platino","usa"
"Do I","Luke Bryan","4 maggio 2009","3:57","Country","1_platino","usa"
"Don't Cry","Lil Wayne","22 gennaio 2019","4:09","Alternative hip hop","1_platino","usa"
"Disco Inferno","50 Cent","28 novembre 2004","3:34","Hip hop","1_platino","usa"
"Don't Forget","Demi Lovato","16 marzo 2009","3:44","Teen pop","1_platino","usa"
"Dance Again","Jennifer Lopez","2 aprile 2012","3:57","Dance pop","1_platino","usa"
"Dollhouse","Melanie Martinez","22 aprile 2014","3:51","Indie pop","1_platino","usa"
"Dirty Diana","Michael Jackson","18 aprile 1988","4:52","Rock,,Pop rock,,Hard rock,,Heavy metal","1_platino","usa"
"Dip","Tyga","19 settembre 2018","2:07","Hip hop","1_platino","usa"
"Drifting","G-Eazy","20 novembre 2015","4:33","Alternative hip hop,,Contemporary R&B","1_platino","usa"
"Daylight","Maroon 5","27 novembre 2012","3:46","Pop rock,,Soft rock","1_platino","usa"
"Don't Go Breaking My Heart","Elton John,Kiki Dee","21 giugno 1976","4:28","Pop","1_platino","usa"
"Dancing on My Own","Robyn","1 giugno 2010","4:39","Elettropop,,Synth pop","1_platino","usa"
"Do What U Want","Lady Gaga","21 ottobre 2013","3:47","Synth pop,,Dance pop","1_platino","usa"
"Do They Know It's Christmas?","AA.VV.,,(,Band Aid,)","3 dicembre 1984","3:55","Pop,,Musica natalizia","1_platino","usa"
"Don't Stop 'til You Get Enough","Michael Jackson","28 Luglio 1979","6:05 (Album Version),,3:55 (7"" Edit)","Disco","1_platino","usa"
"Done for Me","Charlie Puth","15 marzo 2018","3:00","Contemporary R&B,,Pop","1_platino","usa"
"Don't Stop the Party","Pitbull","25 settembre 2012","3:26","Elettrorap","1_platino","usa"
"Do It Again","Pia Mia","4 maggio 2015","3:27","","1_platino","usa"
"Dont' Judge Me","Chris Brown","14 agosto 2012","3:15","","1_platino","usa"
"Don't Wake Me Up","Chris Brown","18 maggio 2012","3:42","Dance","1_platino","usa"
"Don't Forget About Us","Mariah Carey","12 dicembre 2005    13 dicembre 2005  ","3:53","Hip hop soul,,Contemporary R&B","1_platino","usa"
"Down","Marian Hill","4 marzo 2016","3:17","Art pop,,Trap","1_platino","usa"
"Don't Call Me Up","Mabel","18 gennaio 2019","2:58","Tropical house,,Pop","1_platino","usa"
"Don't Take It Personal (Just One of Dem Days)","Monica","1995","4:18","Contemporary R&B","1_platino","usa"
"Dreamlover","Mariah Carey","27 luglio 1993","3:53","Contemporary R&B,,Pop","1_platino","usa"
"Eenie Meenie","Sean Kingston,Justin Bieber","23 marzo 2010","3:22","Dance pop,,Reggae fusion","1_platino","usa"
"Down with the Sickness","Disturbed","31 ottobre 2000","4:38","Nu metal,,Alternative metal","1_platino","usa"
"Drip","Cardi B","4 aprile 2018","4:23","Hip hop,,Trap","1_platino","usa"
"Empire","Shakira","25 febbraio 2014","4:00","Ballata,,Rock alternativo","1_platino","usa"
"Empire State of Mind (Part II) Broken Down","Alicia Keys","22 febbraio 2010","3:36","Soul,,Jazz,,Contemporary R&B","1_platino","usa"
"Element","Kendrick Lamar","14 aprile 2017","3:28","Hip hop","1_platino","usa"
"Drop the World","Lil Wayne","22 dicembre 2009","3:49","Elettrorap,,Rap rock","1_platino","usa"
"Evacuate the Dancefloor","Cascada","29 giugno 2009","3:28","Dance","1_platino","usa"
"Every Season","Roddy Ricch","26 ottobre 2018","3:34","Trap","1_platino","usa"
"Ex Calling","6LACK","25 luglio 2016","3:32","Alternative R&B,,Trap","1_platino","usa"
"Don't Forget","Demi Lovato","23 settembre 2008","37:42,(edizione standard),,40:52,(edizione internazionale)","Pop,,Power pop,,Bubblegum pop,,Pop punk","1_platino","usa"
"Earth","Lil Dicky","19 aprile 2019","4:41","Pop","1_platino","usa"
"Everybody (Backstreet's Back)","Backstreet Boys","30 giugno 1997","3:47","Pop,,Dance pop","1_platino","usa"
"Electricity","Dua Lipa,Silk City","7 settembre 2018","3:58","Dance pop,,Musica house","1_platino","usa"
"Faking It","Calvin Harris","17 ottobre 2017","4:00 (album version) - 3:47 (radio edit)","Rhythm and blues,,Pop","1_platino","usa"
"Easier","5 Seconds of Summer","23 maggio 2019","2:37","Rock elettronico","1_platino","usa"
"Emotions","Mariah Carey","13 agosto 1991","4:09","Disco,,Soul,,Pop,,Contemporary R&B,,Gospel","1_platino","usa"
"Everytime We Touch","Cascada","28 febbraio 2005  (Canada)  15 agosto 2005 (U.S.)5 gennaio 2007 (Germania)","3:16","Eurodance,,Hands up,,Dance pop","1_platino","usa"
"Feels Like Tonight","Daughtry","8 gennaio 2008","4:01","Rock alternativo,,Pop rock","1_platino","usa"
"Eyes Open","Taylor Swift","27 marzo 2012","","Rock alternativo","1_platino","usa"
"Fallin' for You","Colbie Caillat","29 giugno 2009","3:37","Pop rock","1_platino","usa"
"Fireman","Lil Wayne","6 dicembre 2005","4:31","Southern hip hop,,Elettrorap","1_platino","usa"
"Fairly Local","Twenty One Pilots","17 marzo 2015","3:27","Alternative hip hop","1_platino","usa"
"Enter Sandman","Metallica","29 luglio 1991","5:37","Heavy metal","1_platino","usa"
"End Game","Taylor Swift","14 novembre 2017","4:04","Elettropop,,Rhythm and blues","1_platino","usa"
"Falling Down","Lil Peep,XXXTentacion","19 settembre 2018","3:18","Pop rock,,Emo-pop","1_platino","usa"
"False Alarm","The Weeknd","30 settembre 2016","3:40","Pop,,Synthpunk","1_platino","usa"
"Everyday","Ariana Grande","10 gennaio 2017","3:15","Elettropop,,Trap","1_platino","usa"
"Fast Car","Tracy Chapman","6 aprile 1988","4:56","Folk","1_platino","usa"
"Felices los 4","Maluma","21 aprile 2017","3:50","Pop latino,,Reggaeton","1_platino","usa"
"Fearless","Taylor Swift","4 gennaio 2010","4:01","Country pop","1_platino","usa"
"Fade","Kanye West","20 giugno 2016","3:14","Musica house,,Funk","1_platino","usa"
"Falling","Harry Styles","7 marzo 2020","4:00","","1_platino","usa"
"Fine China","Chris Brown","29 marzo 2013","3:33","","1_platino","usa"
"The Fighter","Keith Urban","6 febbraio 2017","3:04","Elettropop,,Country pop","1_platino","usa"
"Fly","Nicki Minaj","30 agosto 2011  (stazioni radiofoniche)  11 settembre 2011  (download digitale)","3:32","Pop rap,,Contemporary R&B","1_platino","usa"
"Fetish","Selena Gomez","13 luglio 2017","3:06","Pop","1_platino","usa"
"The First Night","Monica","24 luglio 1998","3:55","Contemporary R&B","1_platino","usa"
"Faint","Linkin Park","9 giugno 2003","2:42","Nu metal,,Rap rock","1_platino","usa"
"Follow God","Kanye West","8 novembre 2019","1:45","Hip hop,,Gospel","1_platino","usa"
"Footloose","Kenny Loggins","4 febbraio 1984","3:48","Dance rock","1_platino","usa"
"Flashing Lights","Kanye West","12 novembre 2007","3:57","Elettrorap,,Contemporary R&B","1_platino","usa"
"Garden (Say It Like Dat)","SZA","19 giugno 2018","3:28","Alternative R&B,,Trap","1_platino","usa"
"For You I Will","Monica","25 febbraio 1997","4:55","Contemporary R&B,,Pop","1_platino","usa"
"Forever & Always","Taylor Swift","11 novembre 2008","3:45","Country pop,,Power pop","1_platino","usa"
"For the Night","Pop Smoke","3 ottobre 2020","3:10","Hip hop","1_platino","usa"
"G.D.F.R.","Flo Rida","21 ottobre 2014","3:10","Trap","1_platino","usa"
"First of the Year (Equinox)","Skrillex","7 giugno 2011","4:21","Dubstep","1_platino","usa"
"Gangsta","Kehlani","1º agosto 2016","2:57","Alternative R&B","1_platino","usa"
"From Time","Drake","24 settembre 2013","5:22","Hip hop,,Rhythm and blues","1_platino","usa"
"For the First Time","The Script","20 agosto 2010","4:11","Rock alternativo,,Soft rock","1_platino","usa"
"Formation","Beyoncé","6 febbraio 2016","3:26","Bounce music","1_platino","usa"
"From The Bottom Of My Broken Heart","Britney Spears","15 dicembre 1999","5:11","Teen pop","1_platino","usa"
"Futsal Shuffle 2020","Lil Uzi Vert","13 dicembre 2019","3:18","Trap,,Dance,,Trance,,Snap music","1_platino","usa"
"Ghost","Halsey","27 ottobre 2014","2:33","Elettropop","1_platino","usa"
"Funkytown","Lipps Inc.","marzo 1980","3:58","Funk,,Disco","1_platino","usa"
"Focus","Ariana Grande","30 ottobre 2015","3:31","Dance pop","1_platino","usa"
"Get Up 10","Cardi B","2018","3:01","Hip hop","1_platino","usa"
"Gimme More","Britney Spears","25 settembre 2007","4:11","Elettropop,,Dance","1_platino","usa"
"God's Country","Blake Shelton","29 marzo 2018","3:25","Country,,Southern rock","1_platino","usa"
"Ghosts 'n' Stuff","deadmau5","25 novembre 2008","6:10,(Original Version),,5:27,(Extended Version),,3:15,(Radio Edit e Album Version)","Electro house,,Progressive house","1_platino","usa"
